price_id,medicine_id,package_id,amount,currency,price_basis,price_original,source_record_id,price_source,price_status,price_basis_verified,price_current_verified,price_comparison_eligible,savings_calculation_eligible
PRICE-181d3f7a3026cc495c77d4ba,MED-25d9d1ec2349f5e6146974ca,,,,UNKNOWN,0,SRCR-8de6418e4d6819fb29984ffa,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-181d8908ce4832814f47fd4b,MED-f19f4f2049e0cd75f0b36378,,,,UNKNOWN,0,SRCR-15768a9ddec880414559f1d7,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-181e08151b8c0cdcc13c0cc5,MED-382ebdbce36b972ef799f85d,,10.00,BDT,UNKNOWN,10.00 Tk,SRCR-81b24775c834fbc0e9437668,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-18201852bff8f5ee027315da,MED-cc899d399b286eff589ff8cd,PKG-d53deda8e418eb7c4af9a39d,30.20,BDT,UNIT,"Unit Price: ৳ 30.20,(8's pack: ৳ 241.60),",SRCM-5c7ae763455bae955c7ddb12,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-18237fabdca227818a5c8efb,MED-498d4703aee1ae2d8a7b6f80,,,,UNKNOWN,Price List,SRCR-b13d61afbdd18ad8e8de7c67,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-1823b3db06ec44f84c71404b,MED-d350c08ed4c69d69e092049e,PKG-7a533921f9f48048e73e3ac5,90.00,BDT,PACKAGE,5 ml drop: ৳ 90.00,SRCM-230cca9c3fcafcf10c0f260f,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-1823d1fcb869f4bbc5b81622,MED-5a04f9ae585f2ce3e766d5b7,PKG-8f6c63583b0f565e2b488717,150.90,BDT,PACKAGE,"Unit Price: ৳ 5.03,(30's pack: ৳ 150.90),",SRCM-9bc17bf4480f4b43f2a7cc41,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-182473d64a4c92d5b5c2d6bb,MED-f8f12f3f821560987988fdc7,PKG-c7cd43d4e291a87c002e47a7,2.00,BDT,UNIT,"Unit Price: ৳ 2.00,(100's pack: ৳ 200.00),",SRCM-638c4f2d5f9d8ca411b1d3c9,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-1825223df9736ba4f9579ab9,MED-eafbe38805666f0cefb6292b,PKG-adb8709ec5e8c228534c77c3,4.00,BDT,UNIT,"Unit Price: ৳ 4.00,(30's pack: ৳ 120.00),",SRCM-8e4030a784b8c5e19275e6f7,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-1826859874c47e991dbe70ab,MED-aba3dc42848d55beacef6ad5,,,,UNKNOWN,0,SRCR-ab42f78f28d8b483b5220255,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-1826941b77c67f502bf139fe,MED-8464d496fc7c3f6cbc4df30b,,,,UNKNOWN,0,SRCR-8bac5c2e6668d4213ec18f69,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-1828cf70395e019eb108fac7,MED-434df233b7056b65b8067bf3,PKG-cb86f84e0ad1c08beb3542e7,4545.00,BDT,UNKNOWN,"40 mcg pre-filled syringe: ৳ 4,545.00",SRCM-32b155b29a4a977a7ece51d9,MARKET_DATASET,DATASET_DERIVED,0,0,0,0
PRICE-18297cb695b5588cc8bb9fcd,MED-6b6137dbb072978621fd27af,PKG-483b0ee9d4ce71771045e172,600.00,BDT,PACKAGE,"Unit Price: ৳ 30.00,(20's pack: ৳ 600.00),",SRCM-b53a21af8e8208aa086e69c7,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-182a0ab562d7a86614adea29,MED-e9842bdcfe4fd84a7e4001e3,PKG-b1a0908b234cbc3d645c5bea,22.00,BDT,PACKAGE,60 ml bottle: ৳ 22.00,SRCM-a61beb92c0033001ea600e93,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-182af3ce4fe9c27adc51c4e4,MED-b7623a23519431fa545fe45c,,85.00,BDT,UNKNOWN,85.00 Tk,SRCR-ed386d408e7637b55c8be56e,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-182d72c2cb1fa6ee3f0cf485,MED-db61846f894e5957664e331a,PKG-7eeb702ef9d64e91b5068cc9,0.71,BDT,UNIT,"Unit Price: ৳ 0.71,(100's pack: ৳ 71.00),",SRCM-6595958c13050aebd58c2a92,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-18301c48bdc4337fad19e8dd,MED-e161454f07fce2877ee3b212,PKG-702004394925f6211e4e1207,35.00,BDT,UNIT,"Unit Price: ৳ 35.00,(14's pack: ৳ 490.00),",SRCM-eea492957e6915ab46b1d38e,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-18307a30cb732aedd6a13377,MED-f91298fb85f220cb8155efc8,,,,UNKNOWN,0,SRCR-9f31f72887d180f16de0c902,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-1835337eb1ff2235cfcc2adb,MED-ff590bc7b135a1fc400f0ec4,,17.50,BDT,UNKNOWN,17.50 Tk,SRCR-47ab577131466c1254c2aa55,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-1835e91ebfeecd6fba79c786,MED-b26551455806151d3c38d157,PKG-c8a22a612fff4dea11295b2c,1003.00,BDT,PACKAGE,"Unit Price: ৳ 10.03,(100's pack: ৳ 1,003.00),",SRCM-7c0659c19cc8bc2cd759c66a,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-1836b1ed98caa447bb44bb42,MED-d4b7be8656e8f87a58aa01fa,PKG-80b733236a46b951566349a0,8.00,BDT,UNIT,"Unit Price: ৳ 8.00,(20's pack: ৳ 160.00),",SRCM-1ecc6fe75982ee91815aa185,MARKET_DATASET,DATASET_DERIVED,1,0,1,1
PRICE-18370c54f70a7cee35b2eb23,MED-a48e83f4d40d71622404d8d2,,,,UNKNOWN,0,SRCR-330e661ebab9ea540a0c9f27,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-183885225637463f0e31fd9f,MED-c8b7045fa984f23d1b5555c0,PKG-cd5522b5076686e988a36c62,60.31,BDT,PACKAGE,"Unit Price: ৳ 2.01,(30's pack: ৳ 60.31),",SRCM-817ebab3ec9b3049df8d70f3,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-183915bb3a2c8402d928a405,MED-caa710e2a1d6ff914263b8c9,PKG-d18a399c06899f39d7358d85,50.00,BDT,UNIT,"Unit Price: ৳ 50.00,(6's pack: ৳ 300.00),",SRCM-52c494543690425ede30a39e,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-183915efb85e56833f948b00,MED-184895134cac38d9c3a03596,PKG-79f8d369575bcd97679d87be,60.20,BDT,PACKAGE,5 ml drop: ৳ 60.20,SRCM-80ac4970188a03fcb83f077f,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-18393a7f70f5a74f62b4f7f7,MED-579045e954c29d32ff405cf9,,,,UNKNOWN,0,SRCR-889ca30cc422467991d2ec77,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-183a9ee6c26e3917097cd030,MED-6912c5057e07d5ca87a05675,PKG-5ceffb5672f75272bb4082b3,350.00,BDT,UNIT,"Unit Price: ৳ 350.00,(30's pack: ৳ 10,500.00),",SRCM-61c508dda1391e23115533fd,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-183ac210716d4ad8c2ff0dd5,MED-93acef7de2c9b6ae96efdc52,PKG-39f7b9311aabc320e7e61385,211.20,BDT,PACKAGE,"Unit Price: ৳ 7.04,(30's pack: ৳ 211.20),",SRCM-709ce6bc145725d430246b78,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-183b325d0fa569acb7278dd1,MED-9526bfa333598b461ff361ca,PKG-b223b037051381d2869e168e,20.00,BDT,UNIT,Unit Price: ৳ 20.00,SRCM-dee9d3bdbe0e6455ea97fb17,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-183d01e3048aeb434db27590,MED-acf8ae4d9360de469b528c22,,,,UNKNOWN,0,SRCR-663393d0fbbe8000bb69f764,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-183e75af53efb11b9e156506,MED-85452157d80d96cb85c26abf,PKG-534c6520bec825fcbbb1046d,20.00,BDT,PACKAGE,60 ml bottle: ৳ 20.00,SRCM-b3525a1764e932cd30783d05,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-183e9d6891e532888b007595,MED-d30334fc23051638ab4f801d,,,,UNKNOWN,0,SRCR-0b2b077125b42ca238404130,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-183f2677983f0325ecd7fa01,MED-4bc86bbc446cbe1ccf9cf1c6,,,,UNKNOWN,0,SRCR-617324a30177bc67eef83ab8,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-183f8a6c4a1a0889c441620b,MED-c0938d56d41ce2d12de05901,,4.00,BDT,UNKNOWN,4.00 Tk,SRCR-ed669e52eebd1ecb8fcc96e6,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-1840c49b76cbe96e4871b2e7,MED-0f23135124b1210a7fad1764,,40.00,BDT,UNKNOWN,40.00 Tk,SRCR-0ae7bdae84a62915184e2972,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-1840dc857b6aecf028beb2e0,MED-889f00a4e80e8601cfd5b5d1,,8.00,BDT,UNKNOWN,8.00 Tk,SRCR-a1ec6be3dc2bafa984c0a8d5,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-184163a321db67001f016088,MED-9bc1161a96ca0894e72da367,PKG-c321328b7cbd5e60e8b1e25d,30.00,BDT,UNIT,"Unit Price: ৳ 30.00,(10's pack: ৳ 300.00),",SRCM-4f4343e756d08d17db9e2714,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-1841df2261a9088b14de2811,MED-9c34f9bf58860d37bfe7b942,PKG-ceecda4ca9a312bb6e19eee5,400.00,BDT,UNKNOWN,1 tablet kit: ৳ 400.00,SRCM-ddedc1e69e6512dab962b21d,MARKET_DATASET,DATASET_DERIVED,0,0,0,0
PRICE-1842b36f6f89d66ab6d70af0,MED-a2a8b1363c05b8dc2103cbfc,PKG-88c748854357757487968158,421.20,BDT,PACKAGE,"Unit Price: ৳ 10.53,(40's pack: ৳ 421.20),",SRCM-f7dc9322a6d1d8934656dd04,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-184449cc6dfd6944536cf138,MED-001c2623f7a5ff3e0667b3ae,,,,UNKNOWN,0,SRCR-2c02effde1cae660d8d04670,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-18454ecba2356ac34acb9ea4,MED-000822f80c897e6ff5e9f584,,,,UNKNOWN,0,SRCR-11b917924326b561d9f76eda,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-184653c4c21893f5960559f5,MED-e7d5be1bfd96854222ff6c03,,22.00,BDT,UNKNOWN,22.00 Tk,SRCR-1508fbe574d2d36f0045cbe9,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-184745b7ce44a8321fec8d51,MED-0ed7b747be7661f2b185dcbb,PKG-09a5a1061657e0ca03fb0b9b,310.00,BDT,PACKAGE,"Unit Price: ৳ 6.20,(50's pack: ৳ 310.00),",SRCM-0165670569f926216f89688f,MARKET_DATASET,DATASET_DERIVED,1,0,1,1
PRICE-184924d866a56b52682d209d,MED-c8bedfa658ca8138e74a7053,,,,UNKNOWN,0,SRCR-1788449c4cc78ca0e164719e,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-1849d8b7e4f3c90699252256,MED-d98e0e6bbf7bf1f3fb4a10f3,PKG-a02c04f58b7f5882da1fc8fa,175.00,BDT,PACKAGE,"Unit Price: ৳ 3.50,(50's pack: ৳ 175.00),",SRCM-27b72ca4517157f50bae0cff,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-184a27c3fa0a9d6ec3d733b0,MED-e959b8f38fde9fcf3cf65944,PKG-fcc9f8c256c7d797c08a7e14,481.40,BDT,PACKAGE,"2 ml ampoule: ৳ 48.14,(10's pack: ৳ 481.40),",SRCM-09e93271bf562f696e63902e,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-184a7bfc222cb76bac2b4a46,MED-9eacf0ae71546790fd136e2e,,9.00,BDT,UNKNOWN,9.00 Tk,SRCR-22f3bd8a61e9b75f7bff7d5e,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-184bae15a1b5d48a26e993fe,MED-e1b63b0bee18915be4afc14e,PKG-392ead18fdb30a18533571e1,18.17,BDT,UNKNOWN,5 gm tube: ৳ 18.17,SRCM-cf79a2fe27cc4c170be97295,MARKET_DATASET,DATASET_DERIVED,0,0,0,0
PRICE-184caac4c4da312d7edcb519,MED-d342243e019a214f4d120e6a,PKG-4ae6fe3e36ef440cc7f18a4a,210.00,BDT,PACKAGE,"Unit Price: ৳ 7.00,(30's pack: ৳ 210.00),",SRCM-463883626f81d530090ab264,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-184d65cfa97e24ae042129ef,MED-df25c3660ec784ec50f96bbb,,4.50,BDT,UNKNOWN,4.50 Tk,SRCR-39434469efe0ee15529b3e35,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-184eb2928cd7f126bbf263ce,MED-8a6910fa871f49842ffcb31e,,,,UNKNOWN,0,SRCR-e925b92817504bad2b0fad5d,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-184f72f40689e9346264af5e,MED-0f793e686dd09e9129726e95,PKG-2c6ea9e77f5935189e2b11d5,0.75,BDT,UNIT,"Unit Price: ৳ 0.75,(100's pack: ৳ 75.00),",SRCM-dd094cc6cb0aa0170584194f,MARKET_DATASET,DATASET_DERIVED,1,0,1,1
PRICE-184ff5996c7da67eb32b6608,MED-024a97d3e1ee295b6e17254e,,200.00,BDT,UNKNOWN,200.00 Tk,SRCR-36a678b32c1ef18e1414a142,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-1851b7b039e12b5467fcd29a,MED-71e68b7d62cf42522fb51f2b,,8.00,BDT,UNKNOWN,8.00 Tk,SRCR-25f4c5900f05c8ef2ed1447b,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-1851d833fadd33323fd5a0e0,MED-49e23c9c3f7964ee154b9625,,12.00,BDT,UNKNOWN,12.00 Tk,SRCR-461487de0fd99a1bd6914bdf,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-18528ea671beb111f7726efa,MED-9ca7ca961dbd43cae9e32647,PKG-c599f72150a6b85f49000e73,240.60,BDT,PACKAGE,"Unit Price: ৳ 8.02,(30's pack: ৳ 240.60),",SRCM-3e2aed10f8653926a0947005,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-1852a3fee4a2d68da91b34bc,MED-5fb3594418819f98c7e23c86,PKG-eb5a4293860bc60e6bc5b7d8,150.50,BDT,PACKAGE,"1.8 ml cartridge: ৳ 30.10,(5's pack: ৳ 150.50),",SRCM-efbe1d10a455746e18717134,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-1853732a71c556f695f0758d,MED-921921709cfb10f2734eed8a,,950.00,BDT,UNKNOWN,950.00 Tk,SRCR-9910ae803207bec2c9391423,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-1853f5e2bf44abf9e59a5649,MED-2b76eb43df025285bddea9cd,PKG-3f908911be8b659dedf81884,15.00,BDT,UNIT,"Unit Price: ৳ 15.00,(20's pack: ৳ 300.00),",SRCM-ed105f3f893f161f9eee74f6,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-1855348f883ca1cfae08aa61,MED-98b7bf201549789719bee8eb,PKG-d683a82f33b86246a6b03f4e,8.00,BDT,UNIT,"Unit Price: ৳ 8.00,(30's pack: ৳ 240.00),",SRCM-3f415554e22c1acac256337c,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-18577f187d85ff32f3c3d88d,MED-553e8a94fc4b20bb5edacfc8,PKG-85acc7a216a64b0c93227bc0,444.00,BDT,PACKAGE,"Unit Price: ৳ 37.00,(12's pack: ৳ 444.00),",SRCM-d5e8d5d2c6efdc4193e58640,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-1857d82e8be4c6418cae5739,MED-838897668c7aaf6488caa370,PKG-00bd2749b58031e5e537fa36,10.00,BDT,UNIT,"Unit Price: ৳ 10.00,(30's pack: ৳ 300.00),",SRCM-1ca404196465d3975d250648,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-18588e7602789f30a70432c1,MED-4495d6e271e8605cf9877549,,,,UNKNOWN,0,SRCR-f6e545eb563f0c3f365b8199,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-1858a2b0de4055609892d31b,MED-bfc46c7bb25eaa0d630a740b,PKG-b68d686f9c0f3f758d0e3b1c,92.75,BDT,PACKAGE,"2 ml ampoule: ৳ 3.71,(25's pack: ৳ 92.75),",SRCM-d75341637de97aabfd58122d,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-1859c8c099f64f2f391bd00d,MED-1eb4ff4fc4f2f5e953fc459d,,2.05,BDT,UNKNOWN,2.05 Tk,SRCR-711d63023c08b01dd2ec830b,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-1859e0bfdaec401238b66fef,MED-164b57595cfdf97719ad43fd,,,,UNKNOWN,Price List,SRCR-3983e2a32cda2aa9c0e7c895,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-185afb2d72dc5d848efe61ec,MED-78b8e96e9033a7c9714c31ce,,100.00,BDT,UNKNOWN,100.00 Tk,SRCR-c308170b98defbc1363fdebc,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-185b38b66c7e8cdef095dbc3,MED-63550d039c5a31165fdd24d0,PKG-3f90d5511a57bb3a3462f5ba,12.00,BDT,PACKAGE,"2 ml ampoule: ৳ 12.00,(10's pack: ৳ 120.00),",SRCM-1c2fdfdc7c620aecbba9d20c,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-185b982914b4e1fa37f3c161,MED-8eaf62b8812c294396fa046c,,8.05,BDT,UNKNOWN,8.05 Tk,SRCR-0c6721875edcfa81d21906d0,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-185bdc637f21f192639df310,MED-092f6951122900ba406ee9fa,,1.90,BDT,UNKNOWN,1.90 Tk,SRCR-a140c4af6b50a9b81fed9454,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-185d698b75f00928132c8ccf,MED-3a9db406f0a3bd7c2350b45f,,30.00,BDT,UNKNOWN,30.00 Tk,SRCR-1db52dc84de3186dc36de1e2,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-185dadcd2bb07750a36b50e6,MED-5162bc8078374b2f180a702f,PKG-a0c8962c1465f4c800148ab6,190.00,BDT,PACKAGE,"400 mg vial: ৳ 190.00,(2's pack: ৳ 380.00),",SRCM-9a6e9239cbbc2162a01b032b,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-185e1be1be866eea9c15e7b3,MED-619abb9d1d04592cf41af178,PKG-29657a93927b60663b6073b7,38.26,BDT,PACKAGE,"60 ml bottle: ৳ 28.19,100 ml bottle: ৳ 38.26",SRCM-7049f904acb2e5b71bdac028,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-186095fb4afac57d55f6fa64,MED-2afed4713a69e03dadb09b19,,7.07,BDT,UNKNOWN,7.07 Tk,SRCR-2aad3097e121c6fc1d64ad4c,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-18619342e88514be468487ae,MED-ee475797f3784a5a91a8e5ea,PKG-8f4e174af013508a318b601c,100.00,BDT,PACKAGE,60 ml bottle: ৳ 100.00,SRCM-780137ab98e6403d18b5919f,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-1861c76cdefa6e053c293d03,MED-69ce1f12a0bbc804c00c7f37,PKG-5a8778b2f866f702728103c9,217.50,BDT,PACKAGE,"Unit Price: ৳ 7.25,(30's pack: ৳ 217.50),",SRCM-8cb0cd758ec72c32d0e4792e,MARKET_DATASET,DATASET_DERIVED,1,0,1,1
PRICE-1861e46d0eb8100d804b8b37,MED-1f2039714f8fc1718f371abd,,,,UNKNOWN,0,SRCR-ec4b030e33979a929228842c,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-1864e3cbd07dbde261fecd45,MED-2e8588198f9821d5582218ba,,65.00,BDT,UNKNOWN,65.00 Tk,SRCR-a63c4aec4614b1e4f4978d0a,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-1864f1c6a44d6a775a07e8e8,MED-791f89de21a2a0f305917575,,25.16,BDT,UNKNOWN,25.16 Tk,SRCR-9b0368dcd0f4b9b17dd11f92,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-18651974056bd652d4546400,MED-31a74137373be1c58b06be45,,3.51,BDT,UNKNOWN,3.51 Tk,SRCR-080f9fd6b93ca9e0166407be,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-18655c89ea0423d0a7e7a616,MED-a33a01629b91d7558acc0e25,,,,UNKNOWN,0,SRCR-550fc9f52ebcb0aa87df6910,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-1865fbfebf1e16299af3327c,MED-2943bb98b9ee22430931d6e1,,,,UNKNOWN,0,SRCR-ec54060e093d1fa6f4a309f2,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-18661180efeb83ffc13e06c8,MED-a6eb76634e590f7cef7a26d0,,,,UNKNOWN,0,SRCR-c8c55efb59761257871a0bd6,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-186645e202adbfc192746cba,MED-146b1f87d26a1b960b52ea23,,9.00,BDT,UNKNOWN,9.00 Tk,SRCR-b2ab0f00a52a4f15794a2995,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-1866a03618a40b3b3d6bef7b,MED-e5542ba5bf20269d0042f5d9,PKG-840d7287e2c2633e8c4b1ac5,35.00,BDT,UNKNOWN,3 gm tube: ৳ 35.00,SRCM-91b46ef183930abf2ea26f51,MARKET_DATASET,DATASET_DERIVED,0,0,0,0
PRICE-1866c66e6d108eedc27f0c95,MED-86d01721ca11c4101892688a,,32.00,BDT,UNKNOWN,32.00 Tk,SRCR-93c8cca7eaf0b21e4c10c214,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-186850bb73617859db622b74,MED-89bba38af3c26a39c996e2b7,,,,UNKNOWN,0,SRCR-36b7dc0ab18caf8bd9953df6,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-1868d1a6fee38833fc14f3fc,MED-9d8683f73d0103d114fa879a,,,,UNKNOWN,Price List,SRCR-4960290ed851ba074615cacd,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-1869ca7e489836badfb52826,MED-cb12dd1dc219461341b1d997,PKG-0f145dca8ade8fa5674bb199,305.00,BDT,PACKAGE,"Unit Price: ৳ 3.05,(100's pack: ৳ 305.00),",SRCM-1d7b623c72fd1c50239a37c8,MARKET_DATASET,DATASET_DERIVED,1,0,1,1
PRICE-1869f18acd0ef7932588d402,MED-4ed0de1e7dda25da9978d68b,PKG-6b9c3aee825833668cbb2734,250.00,BDT,PACKAGE,"Unit Price: ৳ 5.00,(50's pack: ৳ 250.00),",SRCM-0126aa4b074c309ee14f8169,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-186bf5b8bc520b6a914bea94,MED-d17c6234ea5840d7a6056d24,,,,UNKNOWN,0,SRCR-cdde792e7e2146357eec0759,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-186c8169d78a1a38f0bcc715,MED-9e4a3aef72518eaf76554a14,,12.00,BDT,UNKNOWN,12.00 Tk,SRCR-fff252cea506196b32a46c04,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-186cd93f65dc3fba4ce69dff,MED-d66704d6227d3b073bcdb781,PKG-c8b6fc5792047b7edc1ee77e,2.00,BDT,UNIT,"Unit Price: ৳ 2.00,(50's pack: ৳ 100.00),",SRCM-f31ef0722e621e7070039a34,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-186d0fe7dc2aab2733c7bd84,MED-e2913e670e600a74200a6c89,,,,UNKNOWN,0,SRCR-6a1c91c836bfff94d23085cc,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-186d54111c7fc4d6429f2112,MED-6daf225e02615c8804566327,PKG-1a1005e4367f708d9fd73689,200.00,BDT,PACKAGE,"Unit Price: ৳ 2.00,(100's pack: ৳ 200.00),",SRCM-c6538eeecc3200b9af6f9705,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-187139fc43aa7ab5ebed4424,MED-cd05e1aa555ae9c1c49db564,,18.05,BDT,UNKNOWN,18.05 Tk,SRCR-20ec39226632d49a2dd56d56,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-187171bd3781bd0fe592909b,MED-454a35da196050ce8383ee34,PKG-517685f3ab1c92e164b498ea,600.00,BDT,PACKAGE,"Unit Price: ৳ 12.00,(50's pack: ৳ 600.00),",SRCM-09bfe04725c6eb09a5aee2e0,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-1871e08a537757e77f0a7d22,MED-ede7b85f4f634feb92edb33a,PKG-2805a805d0fd963556a439cc,24.08,BDT,UNIT,"Unit Price: ৳ 24.08,(12's pack: ৳ 288.96),",SRCM-5c0b356f5728feb0d1567258,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-1871e99bd6f2e26b7b106362,MED-c8ad3805d105414856923aa1,PKG-e4c1d6f07d43a4b004cb1b9c,100.00,BDT,PACKAGE,"Unit Price: ৳ 0.20,(500's pack: ৳ 100.00),",SRCM-eac6cc73b63ff22eff6a345b,MARKET_DATASET,DATASET_DERIVED,1,0,1,1
PRICE-1873f9f574f79d298b538bc3,MED-3e72d735863a1b5eda6fa351,,,,UNKNOWN,0,SRCR-f5d85eb7fdea03c2d830d1c3,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-18743e1ce3b2a16da7edcd72,MED-54d58d2844271d20349e11d0,,9.00,BDT,UNKNOWN,9.00 Tk,SRCR-515d5bdff5fdbc4596ce9b3a,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-1874a2db5c28379484232972,MED-66a3c66fdaf61fd33c43dc47,PKG-db55c22ad2576ecf317d9e55,78.20,BDT,PACKAGE,"500 ml bag: ৳ 78.20,1000 ml bag: ৳ 105.80",SRCM-0fa40a92f8b9b760f9465fa0,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-1874cc0d31228d2aae7f9e19,MED-6dcd739bcd79aafbdc9e8692,,7.59,BDT,UNKNOWN,7.59 Tk,SRCR-bf2decc5e8863a1c5bea2e10,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
