price_id,medicine_id,package_id,amount,currency,price_basis,price_original,source_record_id,price_source,price_status,price_basis_verified,price_current_verified,price_comparison_eligible,savings_calculation_eligible
PRICE-000087891d350148f83e7550,MED-117f123460d84d74979d9826,PKG-820593510e6324b8146b328e,601.81,BDT,PACKAGE,"Unit Price: ৳ 6.02,(100's pack: ৳ 601.81),",SRCM-9bffefde0186d4ff7b5e5d6d,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-000142af788fb58c9fef3775,MED-a7d9906185b72de3163920fc,PKG-987bcda117fe8e02d70113ac,60.00,BDT,PACKAGE,"Unit Price: ৳ 2.00,(30's pack: ৳ 60.00),",SRCM-3e01cf469b35b4c644b0b1b0,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-0002575be83aac9a667a5952,MED-12fdeeaff98613eeec35d832,,2.50,BDT,UNKNOWN,2.50 Tk,SRCR-a559ea36e119799b57fe8d50,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-000305670257858feac54708,MED-2f56ca8e57a0298e9725973d,,,,UNKNOWN,0,SRCR-70176417cbe5432dffd8fdb6,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-00056e41cf9419bd7dab5c19,MED-4d0e19e11c1dd03f183a1274,PKG-594f42e8ec07a51d1834dcc3,405.00,BDT,PACKAGE,"Unit Price: ৳ 9.00,(45's pack: ৳ 405.00),",SRCM-07f99df1f5f27f74b8e005dd,MARKET_DATASET,DATASET_DERIVED,1,0,1,1
PRICE-000717ea8ec4376414a480d1,MED-17b45b45ca73915a2542b568,PKG-ad1626c7e8df4e6603eed17c,8.03,BDT,UNIT,"Unit Price: ৳ 8.03,(50's pack: ৳ 401.50),",SRCM-33d0c9c7a82f7ad6711aeed8,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-00096217fe12c76be9146db0,MED-7b86f4b78d6bd49665d5c595,PKG-c37155b1401ca1c9d7dfea0f,12.03,BDT,UNIT,"Unit Price: ৳ 12.03,(30's pack: ৳ 360.90),",SRCM-54a254cf68dc67eb348a9845,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-0009e947b8c3ada3d1dfb699,MED-29fec72707ae77e9ee6efca6,,,,UNKNOWN,0,SRCR-d0de54d30041eb01ae21716e,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-000b3e5a1ffbc72c10d89738,MED-3f780581580fab7524e07389,PKG-d662e68eeda4868970743637,448.00,BDT,PACKAGE,"Unit Price: ৳ 16.00,(28's pack: ৳ 448.00),",SRCM-3b94cf5ab559b09ff10cf2a7,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-000b8d96b87e1c3288c705aa,MED-e83fe2926ede82661dc4354a,PKG-7a56760871935aa382394f28,22.00,BDT,UNIT,"Unit Price: ৳ 22.00,(20's pack: ৳ 440.00),",SRCM-3615896abe5e0777f9a32f45,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-000d0dbea64f6fe69f0eadc6,MED-7533529cb1c8d8ba92ac9c77,,,,UNKNOWN,0,SRCR-a9744fb9796d4ff2e6dbfcd5,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-000d779c3c1df1aead8f2f20,MED-aaf1c231b34fb098da82d422,,15.11,BDT,UNKNOWN,15.11 Tk,SRCR-dd1d7aa1b150644f9fec55b4,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-000de4f08f1acde5975ea797,MED-d480f7f3766b05bd4b8c73ba,,,,UNKNOWN,0,SRCR-f93a2ba2d2cf264bf31ae684,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-000eabe46ce27bb645721b0a,MED-49b794d673a7e08a922c1f98,PKG-0556ec1f46f15f58d07ed2dd,65.00,BDT,UNKNOWN,50 gm pack: ৳ 65.00,SRCM-353805db026fb7165ba4df05,MARKET_DATASET,DATASET_DERIVED,0,0,0,0
PRICE-000f05d6717dbcfd435ac264,MED-f2ac12c9d0473580b2760f31,PKG-a76b456c85d73fd9f5fe4ea0,2250.00,BDT,PACKAGE,"Unit Price: ৳ 75.00,(30's pack: ৳ 2,250.00),",SRCM-a27cb76efc805cc6075b651d,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-000fc49b8a1a0baadf3ec973,MED-fa57467480fe3d1fabaa1166,PKG-494e283be21ddf5482ca8a81,150.00,BDT,PACKAGE,"Unit Price: ৳ 5.00,(15's pack: ৳ 75.00),,Unit Price: ৳ 5.00,(30's pack: ৳ 150.00),",SRCM-87fe422c098d87e625b4d078,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-0011c706d8e624159f2456b7,MED-09955101c47b83a2316f408a,PKG-0a38166b8d19e03723532074,240.00,BDT,PACKAGE,"Unit Price: ৳ 8.00,(30's pack: ৳ 240.00),",SRCM-0f84235294e28e16d6f6be7a,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-00145bfa0f5fd8a35fbc7f24,MED-327e03b4de838c9a967ee679,PKG-4bba4390a4d9042833ccef7e,210.00,BDT,PACKAGE,"Unit Price: ৳ 7.00,(30's pack: ৳ 210.00),",SRCM-f56b9fe215a1ac66fc1ce2b8,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-0015161bf3c99c5d15ab572f,MED-283c9c92bdfbfb9d846db9ef,PKG-fea101eb02c7cbb3ff7e9713,2.03,BDT,UNIT,"Unit Price: ৳ 2.03,(100's pack: ৳ 203.00),",SRCM-bc236c0c5e06d5e0b1c0f164,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-00151ef3c9d21626622b5e97,MED-faed75b2bab5722f5bc7e692,,45.00,BDT,UNKNOWN,45.00 Tk,SRCR-64c7d5e3c6de8c426280a46f,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-00161acca7edca49313abf46,MED-50d3bccfd6a919f59e4547a8,PKG-1ec743e29124f29f23cd2bfe,300.00,BDT,PACKAGE,"Unit Price: ৳ 25.00,(12's pack: ৳ 300.00),",SRCM-68916095f02f902fe19746ef,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-0017007fa2bb3093ba3bfd12,MED-afb408b9fad55dc64b936b99,,30.00,BDT,UNKNOWN,30.00 Tk,SRCR-a8abcf47b2b95259a4253c6d,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-00170b7e82a236e5d6327eb6,MED-322feb132522d98150cd22de,PKG-57d9f676868ffda94cd7f75d,450.00,BDT,PACKAGE,"Unit Price: ৳ 15.00,(30's pack: ৳ 450.00),",SRCM-81f833abfb8975af12dbdb3d,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-00188d7fc6b40b02104bcf78,MED-2eb491e454963e99ca592764,,2.50,BDT,UNKNOWN,2.50 Tk,SRCR-7e125216a22a1d251d979d1c,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-0018a1ea07f9794ad84f3058,MED-ee5e368980628d795d6c36a6,,,,UNKNOWN,0,SRCR-6e873002f6c1f58e0c54bc55,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-001989f7c5e0df1a91dda011,MED-f0295ae8bb02dac0f50de111,,1208.07,BDT,UNKNOWN,1208.07 Tk,SRCR-2f76d739c84a8e6ff5a5d2b4,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-001a23835421efb14941782e,MED-47b7f4260b0eb16acff71130,PKG-74f9edfcd000d8dfd51a2344,10.25,BDT,PACKAGE,"5 ml ampoule: ৳ 10.25,(10's pack: ৳ 102.50),",SRCM-b8e7457dc070f9e95bd73261,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-001b24267b07e50c5e1eb2db,MED-1cf6d1158c8cc96cee1f21ee,,50.00,BDT,UNKNOWN,50.00 Tk,SRCR-af7e493f54dd169503f7018a,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-001b7cb7d62b1af5f6774c80,MED-7a04c1d086f1811cdd9ecacf,PKG-db6e94e0262a8943dd5f7030,750.00,BDT,PACKAGE,"Unit Price: ৳ 75.00,(10's pack: ৳ 750.00),",SRCM-f6656adc2bdc0fdfbcd633af,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-001ce6fcd32005761b174420,MED-686ba0a6ede4cc7865345f5d,,,,UNKNOWN,0,SRCR-3e14f7b39e8d0c5f656c818a,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-001cfdc97755e99b73ca5b36,MED-5cfe9476ef460266263ac446,,,,UNKNOWN,0,SRCR-76c33d1a99c0e434a1d75333,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-001dcb892a38f60e09a55465,MED-050a0703d71f7e6a66482e2b,,60.00,BDT,UNKNOWN,60.00 Tk,SRCR-a2a0c0a74c49643fc5df0405,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-001e660d72f29e807ae4d9b9,MED-28f4046ff7ed5cc6ade19fdb,PKG-ab622bad14c2bb85f32a86b9,200.50,BDT,PACKAGE,"2 ml ampoule: ৳ 8.02,(25's pack: ৳ 200.50),",SRCM-b6d27af073a9e1448d8f34bb,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-001e897c363f7156a6a1802d,MED-5d262979d82d6d7d0212693d,PKG-120733b414f9053e43e9549d,1607.00,BDT,PACKAGE,"Unit Price: ৳ 1.61,(1000's pack: ৳ 1,607.00),",SRCM-65aadd26f3bb2078c7bbff0d,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-001ec0abe0e058e55d7623da,MED-a2d5d2442db509e894ed03b2,,12.00,BDT,UNKNOWN,12.00 Tk,SRCR-cc44fdfca4075ec61e7b9219,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-001eff29cb7444a89fa02fd2,MED-d745425a4835f2b5afdf2cbf,PKG-36f0bdcbab756472cbb265da,50.00,BDT,UNIT,"Unit Price: ৳ 50.00,(8's pack: ৳ 400.00),",SRCM-a37a06711541d308408dcac0,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-001f9bbbd81e6d5d922c46fa,MED-2b82e3914f17be9dad07316b,PKG-8dfa36d565ac3b5df11e9a3f,551.65,BDT,UNKNOWN,1 gm vial: ৳ 551.65,SRCM-ff5cdeef384bb5567acf0726,MARKET_DATASET,DATASET_DERIVED,0,0,0,0
PRICE-001fb3a1d8fd219e07567c9d,MED-66d5cc0e39719754febe6197,,,,UNKNOWN,0,SRCR-4f86913d824e93d3cea86a27,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-0022ab75519c94b35a214ed5,MED-75950b77facb08771e0a57f3,,,,UNKNOWN,Price List,SRCR-dc8fe78bb32c8ee6225c0e69,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-0023192d4132f7fcff92fd31,MED-e06a55611a2672abc5d386bf,,,,UNKNOWN,0,SRCR-328715c242798782d383533b,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-0025990b780af6dc632e66d9,MED-267a57d3ef8013505a8274db,PKG-05bcbd95e4bc0ac1242bbbc9,300.80,BDT,PACKAGE,"Unit Price: ৳ 15.04,(20's pack: ৳ 300.80),",SRCM-9c463b6ffbf78778ad5893ec,MARKET_DATASET,DATASET_DERIVED,1,0,1,1
PRICE-0025a9c7f40d1af4600c91bd,MED-2e5e0c140ef63029bcd190e3,PKG-ae5b9b47a6cbfff8b63115fc,50.15,BDT,UNIT,"Unit Price: ৳ 50.15,(8's pack: ৳ 401.20),",SRCM-751264f1e97fb977e43dbc4e,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-0026eb8a74dc662a1cf13079,MED-179b92a4831b36ae870ae294,PKG-b61f7b308f899a4d6e490eac,240.00,BDT,PACKAGE,"Unit Price: ৳ 8.00,(30's pack: ৳ 240.00),",SRCM-572656921b910f437bea84e3,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-002715500920f6619e285e10,MED-d87c0776af87acda15ac6ddb,,1.80,BDT,UNKNOWN,1.80 Tk,SRCR-6f00cdd1a1aed80f5c44c47c,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-0027e4f080b558a3d312a64a,MED-74fe92dfd8fa6ce889f7afda,,12.00,BDT,UNKNOWN,12.00 Tk,SRCR-4560db880d48ee4460e3cc03,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-00296181dadebcacd11a0fd1,MED-99277ba59c321193a8e70038,,10.00,BDT,UNKNOWN,10.00 Tk,SRCR-9934cd2f6b458068c0e1dbca,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-0029898ef29ddba66037987a,MED-b32f579055e128a9d712862f,,35.13,BDT,UNKNOWN,35.13 Tk,SRCR-3a0a9a35380b986354d5200a,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-0029dda68842d667372665aa,MED-5061e7e5cd21e9fc060642aa,PKG-fe51dcb9c5e6d2cf1571c1f3,210.00,BDT,PACKAGE,"Unit Price: ৳ 7.00,(30's pack: ৳ 210.00),",SRCM-c2eb8db54dbfdd4db114cefc,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-002a7d9bc3dd6321facdf432,MED-0aa0659ff06f4af4ef85e6ed,,9.60,BDT,UNKNOWN,9.60 Tk,SRCR-a98b58854aa92f1127ed8a9f,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-002ac066965407505e3e9b72,MED-bd1d26e56a53354acc25a91d,PKG-247737f2f70f4610c7a331fa,30.00,BDT,PACKAGE,60 ml bottle: ৳ 30.00,SRCM-a5ffa79b6d4bb6d8522acca0,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-002ac880b88b2bd798188e3a,MED-1774ec4beeb0f5678f5ec958,,80.00,BDT,UNKNOWN,80.00 Tk,SRCR-3ac788fbade3057c9afdcbff,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-002aec28317ca98078d43c13,MED-4808fccecccabe5f1d1f7bbf,PKG-c252ccd203e3a32689d1a94f,240.00,BDT,PACKAGE,"Unit Price: ৳ 8.00,(30's pack: ৳ 240.00),",SRCM-2c0935d7e544fb7b83f5b0ac,MARKET_DATASET,DATASET_DERIVED,1,0,1,1
PRICE-002c8f66dfc4ca266c70609c,MED-b1ce6f0b9d8268f995783198,,22.15,BDT,UNKNOWN,22.15 Tk,SRCR-1df44330dad22dc3f8b1be75,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-002cd4a75ade624ae7071d12,MED-b0686fc1dbafc3cbc442dc92,,2.00,BDT,UNKNOWN,2.00 Tk,SRCR-f9ae4131c0e5d086b7ec137a,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-002e06d45d213a5d303eb273,MED-370a731eddc64a4c465b915c,,,,UNKNOWN,0,SRCR-e100c5980925b2913b154892,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-002f74c3b3834dc6834fb259,MED-ecff3d39c0cb9ab0e2391ba9,PKG-9ca3116d715cb45b3cc2301c,850.00,BDT,PACKAGE,"Unit Price: ৳ 8.50,(100's pack: ৳ 850.00),",SRCM-52991b3e36a9f63f5e3a9be2,MARKET_DATASET,DATASET_DERIVED,1,0,1,1
PRICE-003126136ac53a6efa3fce59,MED-aaa8aeaab6e54c519133da3f,,,,UNKNOWN,0,SRCR-9d39a2d477c6cc27cc0b2483,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-0031d0042411a1430535b0ee,MED-a74eba7f700f485a549585bc,,15.00,BDT,UNKNOWN,15.00 Tk,SRCR-977d1080222982f75b28399e,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-003229219ef72936794400ea,MED-5cda5f3704b3b088c1a4766a,,40.12,BDT,UNKNOWN,40.12 Tk,SRCR-888dafe74b967486742dfca3,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-00329f1bf338cf6698a2ce9b,MED-b0cf33156f3f266e8f397b9f,PKG-d8beeb2a83649941a076c8ac,10.00,BDT,UNIT,"Unit Price: ৳ 10.00,(30's pack: ৳ 300.00),",SRCM-e77101b8e268e37d69fb9aec,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-0033d25cedf6dfbcafa3294d,MED-fbd0724d076e15baedea0559,PKG-9cac126b43e300e35c876a3e,75.00,BDT,UNKNOWN,"3 gm sachet: ৳ 75.00,(10's pack: ৳ 750.00),",SRCM-f937f7a05f06a74267d323f0,MARKET_DATASET,DATASET_DERIVED,0,0,0,0
PRICE-0034ab6d6619d963778b9744,MED-042a98a83ecaa3f0165387ee,PKG-49b2f525be33b48237e1326d,193.22,BDT,PACKAGE,"10 ml bottle: ৳ 16.10,(12's pack: ৳ 193.22),",SRCM-5ee88978b217fa0220b3b6fc,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-00370cd2154cfabe733a8c16,MED-9687947eea800ba73738eb7c,,80.00,BDT,UNKNOWN,80.00 Tk,SRCR-9d76a1c777f6e8436b9256ed,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-003745d3787d5347ba02feca,MED-de35496ab85e0e07c81c9a1e,,,,UNKNOWN,0,SRCR-109adfa0f1b09a65c2e6681a,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-003768d0c84e54e663f8f981,MED-7879213c794a5268d41cfc08,PKG-4e1515d316f8b89d133557f6,915.00,BDT,PACKAGE,"10 mg vial: ৳ 915.00,50 mg vial: ৳ 3,700.00",SRCM-8f4fbbfa26a8fe54a07d5075,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-00377b1a13b32f12fb765e7a,MED-6217c51b57f330be4c7963f4,PKG-36855c768f9dc24cce703ae5,300.00,BDT,UNIT,"Unit Price: ৳ 300.00,(6's pack: ৳ 1,800.00),",SRCM-50ba1cfebb6f9ffb52ffcb39,MARKET_DATASET,DATASET_DERIVED,1,0,1,1
PRICE-00391748cc8a7beae284ef83,MED-ae5f2b98c86a338b9c55bb07,PKG-728c4e40f67cc77a4308a96b,210.60,BDT,PACKAGE,"Unit Price: ৳ 7.02,(30's pack: ৳ 210.60),",SRCM-a7ed1be2be9bee3b2a379fd5,MARKET_DATASET,DATASET_DERIVED,1,0,1,1
PRICE-0039757896eae2053f907d8b,MED-04958471f0f9a6272f8cd83b,PKG-0da160bb4519d403db94b5b0,250.00,BDT,PACKAGE,70 ml bottle: ৳ 250.00,SRCM-18913cbd246634364602e4eb,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-00397ba41925a2f2070d14c6,MED-a14bf7d53d7d3a45323c8e48,,7.02,BDT,UNKNOWN,7.02 Tk,SRCR-85b0c9f7c7f1b1756b6c34f3,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-003a65077e457b676ab5aea5,MED-fa05dd51b967d84486d40107,,4.00,BDT,UNKNOWN,4.00 Tk,SRCR-22cdc71df7f2af433f12d0a4,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-003bb40130660d99a411eda1,MED-2c18e19091bb049edb08548c,PKG-28df9c985485e00716fd40e0,300.00,BDT,PACKAGE,"Unit Price: ৳ 10.00,(30's pack: ৳ 300.00),",SRCM-3dbc8018d5d36174ad1bfd15,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-003d92f0b806d437c51b7eb4,MED-a416de00e21c9c85eec1f0ba,PKG-e8bb100d86c355f1941ca555,7.00,BDT,UNIT,"Unit Price: ৳ 7.00,(30's pack: ৳ 210.00),",SRCM-b1e88b382242d8d2e2373e1b,MARKET_DATASET,DATASET_DERIVED,1,0,1,1
PRICE-00413ba2e82a266046f6728e,MED-788831536fdc2f18a3bdba99,PKG-6468d56f5f91a170a5e7ae36,236.12,BDT,PACKAGE,"Unit Price: ৳ 1.18,(200's pack: ৳ 236.12),",SRCM-b809094a309e3f52cb27ae15,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-0041c4caf9fb664be45f857f,MED-3315a4c30e70e97f29113229,PKG-2aa3170c16cd2d0147ac5003,150.00,BDT,PACKAGE,"2 ml ampoule: ৳ 15.00,(10's pack: ৳ 150.00),",SRCM-1604c6bbf9549e05f84033f6,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-0042426a5ef8965f9c746d7d,MED-ca158b79777c190d6a61a3c4,PKG-dd4f88e4a3411d668756f559,60000.00,BDT,PACKAGE,"100 mg vial: ৳ 13,000.00,500 mg vial: ৳ 60,000.00",SRCM-9f7b193b561793c0ff5597ce,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-0042b2cd201bb19f43fc8be3,MED-bf8b315b3a8b4b55757d3a9c,,3.00,BDT,UNKNOWN,3.00 Tk,SRCR-aebd07be606c18ca7f26fa05,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-0042b3688433b243befe3565,MED-7fe419167567e91095cb4123,PKG-7f5e78ae20c1aee815c55bbe,15000.00,BDT,PACKAGE,"0.6 ml pre-filled syringe: ৳ 15,000.00",SRCM-e4d3b398fe1dc28a0374ffdd,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-0042e9007404b31ce9a59722,MED-fc2d426e0027f7114c0f4b92,,125.00,BDT,UNKNOWN,125.00 Tk,SRCR-4b1475f4e68d8df69d7b683d,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-004472ab24410a4d37dff2c1,MED-89bdf3d8464d5fa4c1281682,PKG-a65d59fcc44f1e73bc8bdebc,40.00,BDT,UNIT,"Unit Price: ৳ 40.00,(8's pack: ৳ 320.00),",SRCM-84cdcb25df54ef6fa8d334a1,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-0044834e129a288e396b3328,MED-4b95b1d4ca8fd954ea4c8bd8,PKG-fae02abb26b9c170ee0d31c0,1.31,BDT,UNIT,"Unit Price: ৳ 1.31,(100's pack: ৳ 131.18),",SRCM-f95e80b74e3e7159290d758a,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-004518d7645d9aa318a3520c,MED-de0bbeef157c981468e689a3,,4.02,BDT,UNKNOWN,4.02 Tk,SRCR-8baed96f5bb65bd8a65770db,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-0045b62b6369cf987be31af9,MED-b3fefa2b8fd889e6c98b1bc6,,,,UNKNOWN,0,SRCR-75a98460d8988e058c36ec30,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-0045bb37e53ae97544b09218,MED-6cfc193c3f347f500910a54c,,270.00,BDT,UNKNOWN,270.00 Tk,SRCR-a307cfdd2b65cc5bc13049d6,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-0045de0a50db234a3790b9ff,MED-f773e81ab765464f3f0d1f9a,,20.22,BDT,UNKNOWN,20.22 Tk,SRCR-718488d8151c25053bd93247,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-00469f861b74bf5bf235530d,MED-b4a4d9d289856438472bcc40,PKG-1b84a7d3e7c67a78a41d315f,150.00,BDT,PACKAGE,"Unit Price: ৳ 5.00,(30's pack: ৳ 150.00),",SRCM-a7d21cf48ebcb2662525575c,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-0046e5902f279b8dce00a7e4,MED-9895a10676cd1c78c7d8742d,PKG-7194723c48e0a1de11578003,100.00,BDT,PACKAGE,"Unit Price: ৳ 2.00,(50's pack: ৳ 100.00),",SRCM-28c5c6d21e789c6c0501251f,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-00470bf32562eb3bf0f7b9eb,MED-3b90b4d3ed0cb63f89d94449,PKG-90654f7bc2403bd2c4ad6576,1.35,BDT,UNIT,"Unit Price: ৳ 1.35,(100's pack: ৳ 135.00),",SRCM-d71c44801c161b253319e797,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-004759857a6abc8053f88ff6,MED-eb8791c692e19ec51faa3d80,,7.00,BDT,UNKNOWN,7.00 Tk,SRCR-73d5b7ac86e2002cf6c13ffd,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-0047ac3f6e31bf9f2da588b8,MED-6984eed4d6ca8c9d39c62962,PKG-1fe2e2c1959f4dee9efe5b57,500.00,BDT,PACKAGE,"Unit Price: ৳ 5.00,(100's pack: ৳ 500.00),",SRCM-27603830f04d7acf0bca2fe7,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-0047b22ffccf07b01633e295,MED-efd05db302bcf54700d73877,PKG-c38509ba0579d2099a3ea197,5.00,BDT,UNIT,"Unit Price: ৳ 5.00,(50's pack: ৳ 250.00),",SRCM-b258d024734b90e2bd1da32c,MARKET_DATASET,DATASET_DERIVED,1,0,1,1
PRICE-00496beb7327da3d8a712849,MED-d9132fe1f06543989ba0c557,,,,UNKNOWN,0,SRCR-d851dad2bb3a5d8241c3046a,REGISTERED_DATASET_RAW,MISSING,0,0,0,0
PRICE-004a31273a1fbc5c42de4e2e,MED-e4b80a258fa908c8a450dda6,,28.00,BDT,UNKNOWN,28.00 Tk,SRCR-ad64ee24ac781f5509859b1e,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-004b7d745bc4ce0cd6ef5241,MED-b22fcac28a7df6916ef384d4,,8.00,BDT,UNKNOWN,8.00 Tk,SRCR-d0060abdea5a1e7faff2ea21,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-004c24a79c2ad2d8770fd182,MED-7b1c20a482bf0d59001497f6,,8.00,BDT,UNKNOWN,8.00 Tk,SRCR-bc211c59344bc279882853fe,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-004c2847799c5cd9ebb3a39e,MED-39912717b022ec9bb598d28f,PKG-dd1b203bd5e5070e22700a22,92.00,BDT,PACKAGE,"500 ml bag: ৳ 71.30,1000 ml bag: ৳ 92.00",SRCM-508f675bc546658134dd8054,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-004d6089eee06de9f41245f4,MED-1eae377605090c3a7661a7d8,PKG-e7dc67920c119350ccb00bbc,120.40,BDT,PACKAGE,500 mg vial: ৳ 120.40,SRCM-6b148d2675564abfc0c2b431,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-004f755db00f3ae8155573dc,MED-693fc493a24b3f680edd3eb2,PKG-80bde6786a1241fe2f982f2e,200.00,BDT,PACKAGE,"Unit Price: ৳ 40.00,(5's pack: ৳ 200.00),",SRCM-b5133a5d2276aede91ce68a7,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
PRICE-004fd683c499725b054e328b,MED-237516b54428b185a9ee7640,,17.00,BDT,UNKNOWN,17.00 Tk,SRCR-a5194ef656eb99de5b570580,REGISTERED_DATASET_RAW,UNVERIFIED_BASIS,0,0,0,0
PRICE-0050bf9ffe5e83099e9b0b59,MED-750e804d761a7c30b5ec1507,PKG-2563804b93700812b0263288,10.25,BDT,UNIT,"Unit Price: ৳ 10.25,(20's pack: ৳ 205.00),",SRCM-c10f9c429aedcc15119712c5,MARKET_DATASET,DATASET_DERIVED,1,0,0,0
