source_record_id,medicine_id,source_name,source_row_number,outcome,reason_codes
SRCM-82724c8cb12dbdb559832039,MED-8fd877188b952ebdc612f0c0,MARKET,11404,UNMATCHED_VALID,
SRCM-21eab81ae2d8162651e09e84,MED-adff99dff7ab1920d69badbf,MARKET,11405,UNMATCHED_VALID,
SRCM-fd19fe19c3c374af71cc7263,MED-30cbec731e599b8c3dd12bb4,MARKET,11406,UNMATCHED_VALID,
SRCM-2378b0970a3a652c644db36d,MED-2645369f757421f21d471765,MARKET,11407,UNMATCHED_VALID,
SRCM-3bf04e6603e77bc13c2e8cba,MED-4cf6ec784c988892f80773d3,MARKET,11408,UNMATCHED_VALID,
SRCM-64cddc18659da37ddb6302b7,MED-57d382e6cea821c20b7302b0,MARKET,11409,UNMATCHED_VALID,
SRCM-00cd379fda0de63199e27f61,MED-fda79c6cce4ea98e31731b25,MARKET,11410,UNMATCHED_VALID,
SRCM-7d21d826ef8bad87a7eff722,MED-49b3aade99f60513f7f05a0d,MARKET,11411,UNMATCHED_VALID,
SRCM-55c0f7cb0a5a8458c7dedc47,MED-183b99821f4504770c0e48b3,MARKET,11412,UNMATCHED_VALID,
SRCM-e75fbd12cfe28e1bdddbc835,MED-8e3a82f62c86ca1cb25c5c61,MARKET,11413,UNMATCHED_VALID,
SRCM-7b13fdde44c652dae83d629c,MED-4e31b8976b2afed9a24f88c1,MARKET,11414,UNMATCHED_VALID,
SRCM-9f89ff527c77a5c58754b58c,MED-350ba28c39d30bc7fbbb28eb,MARKET,11415,UNMATCHED_VALID,
SRCM-a227cf8e259d5a3cddaa228a,MED-c0ac4a33010a1a0bb36020ba,MARKET,11416,UNMATCHED_VALID,
SRCM-c8b0688bd04ea464a0c183b3,MED-c2add6394900ca1068007c4e,MARKET,11417,UNMATCHED_VALID,
SRCM-afa78167f0c2e4658b99a2ee,MED-22402bf50e6badac575f9627,MARKET,11418,UNMATCHED_VALID,
SRCM-153e519d6454ca8b59c00b4e,MED-a1aa755e3a1e1b16e60de4b8,MARKET,11419,UNMATCHED_VALID,
SRCM-62badee1e255e03511426794,MED-caa61217f9a9d0db8ec4e941,MARKET,11420,UNMATCHED_VALID,
SRCM-672a51125677ff27f0acbfa9,MED-19d7a1a70071e700bbc395fd,MARKET,11421,UNMATCHED_VALID,
SRCM-d8f125bb316f4ceb9d90a979,MED-71ca7421a716d2f6638aeac9,MARKET,11422,UNMATCHED_VALID,
SRCM-60c6686e57bb8aebad57c833,MED-57ba24d90badd9856ee55d11,MARKET,11423,UNMATCHED_VALID,
SRCM-9202383444de4d67b71ca678,MED-075528545205ad6de35a48fc,MARKET,11424,UNMATCHED_VALID,
SRCM-1c9d47fea002efe2d5d6c055,MED-ec208848ec9582f95fa3b00a,MARKET,11425,UNMATCHED_VALID,
SRCM-10775bd4691b6b421563fac7,MED-1f625777c2d74f8015674977,MARKET,11426,UNMATCHED_VALID,
SRCM-311434c57d4ebab6074b9c2c,MED-622a613ce53b9ec56e855a46,MARKET,11427,UNMATCHED_VALID,
SRCM-ec06ed85a2d824746582aa2c,MED-e9188c9c55dba7cf0f9a7ee7,MARKET,11429,UNMATCHED_VALID,
SRCM-1f0913f6868b3570708bfb4c,MED-5884953ab4ca2c3bc23b4ae4,MARKET,11430,UNMATCHED_VALID,
SRCM-6724cf588d436a75896947be,MED-2826103f24c31ca7cac8825c,MARKET,11435,UNMATCHED_VALID,
SRCM-2a1f55c1b42f56dd707960f4,MED-38311bed0a91adb9d491383b,MARKET,11436,UNMATCHED_VALID,
SRCM-3078152f007249dda1d81bb1,MED-08866048e616a3a8cf871a91,MARKET,11437,UNMATCHED_VALID,
SRCM-89e1755d19b0103eccc482ce,MED-251566db53612d56ed7455d4,MARKET,11439,UNMATCHED_VALID,
SRCM-414c541ddce7477b8c38f11c,MED-bfc403ae3fff35bc084e9e77,MARKET,11440,UNMATCHED_VALID,
SRCM-eecf06c8d6ce700eba1e16ae,MED-fc62a6dda5dc65a8017c1240,MARKET,11443,UNMATCHED_VALID,
SRCM-e245d0a059d88da39dd951c7,MED-1d117ea8f33c19b335649796,MARKET,11444,UNMATCHED_VALID,
SRCM-76f9dc6f478743cd12025bf3,MED-1ab9ed867a596a812cee67bf,MARKET,11445,UNMATCHED_VALID,
SRCM-ae4f6aeb7899e744a523f74a,MED-43829393c03f56e45d2b229c,MARKET,11446,UNMATCHED_VALID,
SRCM-fa299e3b1991c4053ddbebeb,MED-d807f39bf1a8a617684808d3,MARKET,11447,UNMATCHED_VALID,
SRCM-68314639b4903615036e25d6,MED-042649fdc0c1c0b37309d295,MARKET,11448,UNMATCHED_VALID,
SRCM-4997df412fdd01028bfa74a8,MED-c13577e1b76ea197dc161f54,MARKET,11449,UNMATCHED_VALID,
SRCM-19e83ddb79fd4155101b4921,MED-f404db81c4a1c3b36b381bce,MARKET,11450,UNMATCHED_VALID,
SRCM-49ca042bc200f948c7bcfc29,MED-86e32182831a9274f86e471e,MARKET,11451,UNMATCHED_VALID,
SRCM-41fc25bbd203032f979cb8db,MED-9b459e9a9002675bd8f525e3,MARKET,11452,UNMATCHED_VALID,
SRCM-b765ea87da08968d2cb5b148,MED-c520bacbec056a466bb222f3,MARKET,11454,UNMATCHED_VALID,
SRCM-7233c76460dff6575f79057a,MED-b10ffb338a9239aa39d50a13,MARKET,11455,UNMATCHED_VALID,
SRCM-5723428ef8d2f3a8192a26dc,MED-0db7b7f9802ff238662941d7,MARKET,11456,UNMATCHED_VALID,
SRCM-3810bd30db3a2cd327204bb3,MED-a96665058b0182fb279df3ee,MARKET,11457,UNMATCHED_VALID,
SRCM-e2830b3078e992b35d22baa7,MED-4224cef0e240974b29f4d714,MARKET,11458,UNMATCHED_VALID,
SRCM-511622585b89464888dc358b,MED-ce4e2b1502562eab3f1e64c7,MARKET,11459,UNMATCHED_VALID,
SRCM-410f3a11bb815c95a3249e2d,MED-8d89aff59b7aca18f49d4c94,MARKET,11460,UNMATCHED_VALID,
SRCM-6430e6c3f35ad6ca5bb27379,MED-19f7f2f1b001a41528da6e95,MARKET,11461,UNMATCHED_VALID,
SRCM-3fce42ac20405754fcba2c86,MED-937ac297ddf24e75442287d1,MARKET,11462,UNMATCHED_VALID,
SRCM-f4277ba67c85436b692b4c01,MED-281e533cb7d53d38ec04e4b4,MARKET,11463,UNMATCHED_VALID,
SRCM-8ce0a6216ec7148bc501e770,MED-8b04c9a7e78a79816fead2d6,MARKET,11464,UNMATCHED_VALID,
SRCM-3a4e718cc23183a73cfdfb3f,MED-0c6ffbb500cf4c4be5bb8e9f,MARKET,11465,UNMATCHED_VALID,
SRCM-bf093bcb51d6399c22239749,MED-99db8b590fbe14650e4f728e,MARKET,11466,UNMATCHED_VALID,
SRCM-f756746aa0104ddf5a3c4a4f,MED-549b9b4cc12e7ead103f78ba,MARKET,11468,UNMATCHED_VALID,
SRCM-c28c06da2df241dea62283c9,MED-1312732414b6b08fd6d3704b,MARKET,11469,UNMATCHED_VALID,
SRCM-86ab9f7922374044e3c6d4b4,MED-3a31740199b11bef7c9ffc26,MARKET,11470,UNMATCHED_VALID,
SRCM-9139371f22002b09d0464c09,MED-bc3bc86c8b6878a8ac831ce8,MARKET,11472,UNMATCHED_VALID,
SRCM-41500953149563d3a7aca882,MED-12b5d17a1df5cf526460d1a3,MARKET,11473,UNMATCHED_VALID,
SRCM-b153c9244ab03ca3af3b0e16,MED-e074fc0cf1a2948b8e8e58ad,MARKET,11474,UNMATCHED_VALID,
SRCM-25b1559a04e7fc499d16170b,MED-5d45ac59e0fe37ca98cfa578,MARKET,11475,UNMATCHED_VALID,
SRCM-b34d1e11e3328d791d8fad4b,MED-67aab55fe56ec064ab133eeb,MARKET,11476,UNMATCHED_VALID,
SRCM-b428521615f2b68f4e4a57e9,MED-b730959c83112aa3c0ae5f9a,MARKET,11477,UNMATCHED_VALID,
SRCM-aebb5334335940b84bf159c7,MED-6f0241dccef294fc3f231141,MARKET,11478,UNMATCHED_VALID,
SRCM-7ded46ce041adff9785f01dd,MED-8a9e5ae823ae9d2f51d2065f,MARKET,11481,UNMATCHED_VALID,
SRCM-1847ce3093c765dbf65fc5f4,MED-f5533a727ec37808f4eb59fd,MARKET,11482,UNMATCHED_VALID,
SRCM-230af8765946dfb5f78c4dcc,MED-992d98fdaf4b880ff61dcfe6,MARKET,11485,UNMATCHED_VALID,
SRCM-cf583227b7bc5c7f5e0aa3f6,MED-e3efd87f24183cf924244ac1,MARKET,11486,UNMATCHED_VALID,
SRCM-fc427f0f834420c250ffbf67,MED-ffc9b505c76b8fca7ede6547,MARKET,11493,UNMATCHED_VALID,
SRCM-bc88355c113cb8bd387d7715,MED-8d557be220eb0aebd378135f,MARKET,11494,UNMATCHED_VALID,
SRCM-b11ca505b3674b4d3079ee92,MED-04c2a28c2ed220a2433a3b49,MARKET,11495,UNMATCHED_VALID,
SRCM-7cd578960c891e9b1e82019e,MED-b863f34d2cbc6db46c662137,MARKET,11498,UNMATCHED_VALID,
SRCM-9c2562edd527e264bdc56b80,MED-e773f7e89170ff0aa6114a7f,MARKET,11499,UNMATCHED_VALID,
SRCM-b77129fad6e90203d24b5deb,MED-dbcef3dabfc1b4147759d256,MARKET,11500,UNMATCHED_VALID,
SRCM-b5a88f43e2e87088ed7cc8f9,MED-07ea9f8ad2e78f59711f142d,MARKET,11501,UNMATCHED_VALID,
SRCM-823862f77a11ae41aee09dda,MED-b357c63b03258ad186a5e519,MARKET,11502,UNMATCHED_VALID,
SRCM-a3f4e98f0379554905a41e8d,MED-ac0901f7eecacf074b2f82c8,MARKET,11503,UNMATCHED_VALID,
SRCM-9486971fc4a2ba260bbadd4b,MED-351c970d39986155069c8205,MARKET,11504,UNMATCHED_VALID,
SRCM-d3af54cf1c5428d764f2224f,MED-6ba1e7ec30e0008bdffeeda7,MARKET,11505,UNMATCHED_VALID,
SRCM-0b1819a6582de432a9f8866e,MED-9f9c15078e46398ceb7dbb1a,MARKET,11506,UNMATCHED_VALID,
SRCM-861e8bf7ff8554eb0ff0145e,MED-63319d2870572c46ccb0912b,MARKET,11509,UNMATCHED_VALID,
SRCM-62d3c59195f0f66014848983,MED-f9ef8646dceb5956daa9cbd4,MARKET,11510,UNMATCHED_VALID,
SRCM-e5a3854954d9ace862cd0846,MED-2d869ab81aea8f403c86598b,MARKET,11513,UNMATCHED_VALID,
SRCM-c211762b0688ca7fb6864dbb,MED-0aef2e31526d08f67c1f56af,MARKET,11516,UNMATCHED_VALID,
SRCM-78b353cba0920eda42553a98,MED-a750a8397fb5b5594f9459b1,MARKET,11517,UNMATCHED_VALID,
SRCM-3eb5394970e35365cd5dd8cc,MED-58a2013f9ee953ca866f3a9a,MARKET,11518,UNMATCHED_VALID,
SRCM-83381c799fe020a74794e34b,MED-e7d37eb007be2830ac826e01,MARKET,11519,UNMATCHED_VALID,
SRCM-bb94653c3ce7d73742f8664e,MED-b0a12a847625b60a0263999a,MARKET,11520,UNMATCHED_VALID,
SRCM-b66ca82f28d07c0879cc62f9,MED-33aa11320a5d34c15f2c8c01,MARKET,11521,UNMATCHED_VALID,
SRCM-8ba6b4cfdd4d13e23f053fb8,MED-fc8fa4fc10d65b6c0737968c,MARKET,11525,UNMATCHED_VALID,
SRCM-b9b75e7c160b81061c27131d,MED-c1fcfab821c78a3ab918d4d1,MARKET,11526,UNMATCHED_VALID,
SRCM-547925e1645b83c969a83858,MED-41ee290fc95f2276a89027e2,MARKET,11527,UNMATCHED_VALID,
SRCM-8e9f41fd37cf05081e96f856,MED-ba561529baa1dd102786e87e,MARKET,11528,UNMATCHED_VALID,
SRCM-7a053e1c24c92272ba90dfbc,MED-a95663b675e8b6cf373dca37,MARKET,11529,UNMATCHED_VALID,
SRCM-31dc06b81b06fd1f68805a4c,MED-0b5fdf36b74e044bd41aafeb,MARKET,11530,UNMATCHED_VALID,
SRCM-73daab447404bc0a4b9a8771,MED-3dad280e8e386af177c0fe6e,MARKET,11531,UNMATCHED_VALID,
SRCM-166501725b5fe21ccc7d8e0b,MED-6f307d718b7749c76f39a715,MARKET,11532,UNMATCHED_VALID,
SRCM-99de697a0fbea03ba30accdb,MED-631f360dfc80995f337bac95,MARKET,11533,UNMATCHED_VALID,
SRCM-80faa4bb4ab9d676d8ae12ed,MED-45c4133b833629626463fd9b,MARKET,11534,UNMATCHED_VALID,
SRCM-46ff530bc5cf25ca9d40399f,MED-2e56da404f448383c03d62d5,MARKET,11535,UNMATCHED_VALID,
SRCM-986ef9ab67eb22cfbeb8ed6b,MED-b7e03c0a0778be79f608991b,MARKET,11536,UNMATCHED_VALID,
SRCM-2f1262c21cc665c11edae1ff,MED-325d5b928b0311e0f4b4296d,MARKET,11537,UNMATCHED_VALID,
SRCM-1fb2a2b24ea91d484f22081f,MED-dc8b5465114c10b04040c043,MARKET,11538,UNMATCHED_VALID,
SRCM-0337bb7b3ec30343242cbd62,MED-722337967ee549209323f6a2,MARKET,11539,UNMATCHED_VALID,
SRCM-637675d1963533bb38749c6e,MED-fb02c1fee0b31d5063b042e0,MARKET,11541,UNMATCHED_VALID,
SRCM-e98e1f06338319f3da798164,MED-ed39a0cbcec5fcd4ee69ecce,MARKET,11542,UNMATCHED_VALID,
SRCM-33daa40b60d4e8f01fdf8251,MED-024ed8feaa33ef4c78cea7cf,MARKET,11543,UNMATCHED_VALID,
SRCM-ac2d7b402f2add3ad642882f,MED-cce2d36b89740cc173bcb64a,MARKET,11544,UNMATCHED_VALID,
SRCM-89dbe122d841a65501684a3f,MED-6f5d1a9dfe488c07f9a330da,MARKET,11545,UNMATCHED_VALID,
SRCM-c10c1f300941be391d028a45,MED-5bdd54a1cea7da5ef5794f92,MARKET,11546,UNMATCHED_VALID,
SRCM-f5667dce95479aadb13f4f07,MED-6d102bb1f477545c4806c594,MARKET,11547,UNMATCHED_VALID,
SRCM-b1b356f245c0a9d038014330,MED-396e17fce64cb92844e9c742,MARKET,11548,UNMATCHED_VALID,
SRCM-d5f9b101644c17844827a90b,MED-deffa3033ccf03fab70e5ff7,MARKET,11550,UNMATCHED_VALID,
SRCM-fae7be01bb453e5ca757ecb5,MED-cc57174e74f21bb7fdf9b703,MARKET,11551,UNMATCHED_VALID,
SRCM-d25ca653e7197e6ae657b681,MED-caf162941343e2cc27362f13,MARKET,11552,UNMATCHED_VALID,
SRCM-1b8d30dc6338c228da6a223f,MED-59eaf6d6e2e6d64b50aba3b9,MARKET,11553,UNMATCHED_VALID,
SRCM-fcb882524df3959ca6092be4,MED-c07ab9fa3fe7070fd199e6c3,MARKET,11554,UNMATCHED_VALID,
SRCM-b46f29ad35fa8164e7a35b55,MED-c6e112a0d75215e8f3be6e24,MARKET,11555,UNMATCHED_VALID,
SRCM-42ff981e8824216ae97d553b,MED-67f980eebfdaba4d8e3731ae,MARKET,11556,UNMATCHED_VALID,
SRCM-022bdaa1144a8350ba7ed330,MED-dba174d466686edcbd368bb8,MARKET,11560,UNMATCHED_VALID,
SRCM-80631f90a44eacd72dcac224,MED-2223438d1458ca74979ca1e9,MARKET,11561,UNMATCHED_VALID,
SRCM-477608f63dfbffb9cac24964,MED-749615fb31fa5cd924734daf,MARKET,11562,UNMATCHED_VALID,
SRCM-bd87c56808c2a238edd38d73,MED-d306a1c1d74ad0d84b20ccd3,MARKET,11563,UNMATCHED_VALID,
SRCM-916a7a4f84fdaba2c200df4e,MED-9210f97e10e0c04eb48f73ed,MARKET,11564,UNMATCHED_VALID,
SRCM-d186d833ec5404500b720403,MED-31d8fcd1e6a888e9d7958e3a,MARKET,11565,UNMATCHED_VALID,
SRCM-f88600ec7985b87a74c120c7,MED-832b8a73c905cefca718d650,MARKET,11566,UNMATCHED_VALID,
SRCM-a932f000a02165ea716848a8,MED-a1a4d85afa58ebb5af399c50,MARKET,11567,UNMATCHED_VALID,
SRCM-7443a697449995c08b95b70e,MED-9155027978bc9acb01c0e986,MARKET,11569,UNMATCHED_VALID,
SRCM-2e94edfde76236a9a85b7d38,MED-8b311b7848d7195fbc94baaa,MARKET,11573,UNMATCHED_VALID,
SRCM-a85d3238984d6c22eaacea0f,MED-0608d68c6df7735d5c5912df,MARKET,11574,UNMATCHED_VALID,
SRCM-792685f07ab8f1cf24e35332,MED-a2373d4d9388310fd12a816d,MARKET,11575,UNMATCHED_VALID,
SRCM-1baad7c28246e482c1c6fe68,MED-6dbb0f47582ad72d9ff7081f,MARKET,11576,UNMATCHED_VALID,
SRCM-c75cc2691018d6325b2dd764,MED-d370449d8bec4e1a2fcd334c,MARKET,11577,UNMATCHED_VALID,
SRCM-33eb08f2acf8e73d5dd86787,MED-0510df11fc3c4a2ec8d31490,MARKET,11578,UNMATCHED_VALID,
SRCM-29d977675709cee0d63d4840,MED-0121c3a70845c3965fef266f,MARKET,11579,UNMATCHED_VALID,
SRCM-b1b7cc6564c81728723e928c,MED-a74d8d5129b1944615324fa6,MARKET,11581,UNMATCHED_VALID,
SRCM-997ee3dc4a932a4c88eb8227,MED-5658c65e492f5d61c880379a,MARKET,11582,UNMATCHED_VALID,
SRCM-19d8d5d7964004fd1f9c4406,MED-304b1fbb82c83527ab551232,MARKET,11583,UNMATCHED_VALID,
SRCM-f6cd05635b4c01ee61464777,MED-c0e84cf6d800d1b72b4e6eb0,MARKET,11584,UNMATCHED_VALID,
SRCM-fd9bd2b8af8efd023e8dfa5a,MED-a79d3b61980cc469aaf11c17,MARKET,11585,UNMATCHED_VALID,
SRCM-316b67b934eaf27b560f8f66,MED-3e6a5d37a03ec26c602baf16,MARKET,11586,UNMATCHED_VALID,
SRCM-828402174915854cc773e917,MED-96a83c009f8f6bf508bef410,MARKET,11587,UNMATCHED_VALID,
SRCM-a6154dc41f328dd5ad24a042,MED-30bbaa87c5feb9db6a26e493,MARKET,11588,UNMATCHED_VALID,
SRCM-93182371217cfb1a6780faee,MED-3e0cd215a04c17118c82041b,MARKET,11591,UNMATCHED_VALID,
SRCM-6c784d1aa40618cdfcff393c,MED-4cbdb992b09fd8d386dfc4bc,MARKET,11592,UNMATCHED_VALID,
SRCM-adca0d7f5691d014818d0cd4,MED-578ee0be6cf108f17d4aae21,MARKET,11594,UNMATCHED_VALID,
SRCM-e285ace72d5b87c177c5d797,MED-a4f0be21683830a284650b88,MARKET,11596,UNMATCHED_VALID,
SRCM-285c6b2df6a6dd6716a42cff,MED-711bf0ef7e870fb411231a3d,MARKET,11599,UNMATCHED_VALID,
SRCM-6e0bed92f891c9beb1cf4041,MED-38f48c784e0825fff2ee465e,MARKET,11600,UNMATCHED_VALID,
SRCM-60ee1b50619e98e60c84c450,MED-4492f4018bcff9aeb09549d8,MARKET,11601,UNMATCHED_VALID,
SRCM-b2f463a0e706cf80f1b52b22,MED-997b20300a1512ffe1214cbb,MARKET,11602,UNMATCHED_VALID,
SRCM-3c0b78f13a515326861ef836,MED-3abb7e761e0dd9b385953088,MARKET,11604,UNMATCHED_VALID,
SRCM-1c6d8ec9b7288e36854a466b,MED-eabe6feb8ec626359a68647d,MARKET,11605,UNMATCHED_VALID,
SRCM-de291fe3ab856be61fdde45e,MED-8796c5f8edbf5b38d2256145,MARKET,11606,UNMATCHED_VALID,
SRCM-f68f818b27d937f3c7f99ab2,MED-9d3ef8504835aa6ad3ca4ef3,MARKET,11607,UNMATCHED_VALID,
SRCM-4287a87010e736c4ba5839ef,MED-14eebf65d11c58ab6e74b466,MARKET,11609,UNMATCHED_VALID,
SRCM-745376c8ea6450dedca820a3,MED-c48ea6ea90121b0d4b49cdc0,MARKET,11613,UNMATCHED_VALID,
SRCM-19a0f90c4c09dac240ac55c5,MED-65c87d2b9fcd248b47e0ca4b,MARKET,11614,UNMATCHED_VALID,
SRCM-aba2c2c69b4fa4cf63e0eef5,MED-df46494077f37145d322a23c,MARKET,11615,UNMATCHED_VALID,
SRCM-46e260dce838da6d8a4261ab,MED-e6171d502825a1aad74d39a4,MARKET,11616,UNMATCHED_VALID,
SRCM-83e74a96fdd7e2f10a518763,MED-bb4b5cfaf54a7e3a10f518a7,MARKET,11618,UNMATCHED_VALID,
SRCM-aa16582e98067983ef7405a2,MED-2180c68452f53dafa3053b58,MARKET,11619,UNMATCHED_VALID,
SRCM-8df51a2d8d87570c81006fce,MED-0b65b5c44419164069387cef,MARKET,11622,UNMATCHED_VALID,
SRCM-0dd1ddc90904e61298e14d2c,MED-cd9696236eb3699123cb151b,MARKET,11624,UNMATCHED_VALID,
SRCM-8506088fc37d0aeb68f5994f,MED-cd5b3a46693363a34e39ae96,MARKET,11625,UNMATCHED_VALID,
SRCM-bad6ce538bb43323f655e66d,MED-13fbcb4d2cf498d6ca09cf01,MARKET,11626,UNMATCHED_VALID,
SRCM-993eead6d78a5357249b7cbd,MED-c0291c6b3d91783f4913b43d,MARKET,11627,UNMATCHED_VALID,
SRCM-7ebfd8c37b379f005c1302fd,MED-a55f05bf740383dd82b052cf,MARKET,11629,UNMATCHED_VALID,
SRCM-368361cfdff905e3ffce6183,MED-4ed5caf425ab28a01f4a9d6e,MARKET,11630,UNMATCHED_VALID,
SRCM-3c749bb2e4dcda9c9b31a8bd,MED-e9363e341100f24e30c4c309,MARKET,11631,UNMATCHED_VALID,
SRCM-76a1f4fb72207c50922c57c8,MED-7331876c2bf7a6fef74c1178,MARKET,11632,UNMATCHED_VALID,
SRCM-f86fa0d6d66e3b1d1c166c66,MED-6684aaee8c4a8bf635b5e534,MARKET,11633,UNMATCHED_VALID,
SRCM-6569175094022a5f9f66af59,MED-8c81497c5dbb25a88e96ff26,MARKET,11634,UNMATCHED_VALID,
SRCM-de4357bb3e97d90e0af3224d,MED-c9fe6aece099adf98fa5ab1e,MARKET,11635,UNMATCHED_VALID,
SRCM-470cb8ef2531abe8690cea98,MED-664278560d4d21643fa9407b,MARKET,11636,UNMATCHED_VALID,
SRCM-afde079fb86041df085e4346,MED-2ecb462ce0e7cb7888e6a787,MARKET,11637,UNMATCHED_VALID,
SRCM-897f12ec92e47e208332ba88,MED-d4f6553c7632604df8c002a2,MARKET,11644,UNMATCHED_VALID,
SRCM-a92753dd236b84e66a2ba47a,MED-9430bfdb89bc01e80c419fdb,MARKET,11646,UNMATCHED_VALID,
SRCM-a65f9589182dcf34fba0749e,MED-64abd2450f3aab8164502902,MARKET,11650,UNMATCHED_VALID,
SRCM-cdcc77f19f2f19bb6e68d4dd,MED-ed7f094ecebe1e6fc6222361,MARKET,11651,UNMATCHED_VALID,
SRCM-6f4ee429709e876ec3768553,MED-91c0cbc4b5aacc737ab70a0d,MARKET,11652,UNMATCHED_VALID,
SRCM-14d5349e57da780bbe8f19d6,MED-4c9c4cbef8ff088d466e0436,MARKET,11656,UNMATCHED_VALID,
SRCM-12e37151344d6b0bb3b1330d,MED-0d19f9de0f9c53e301722cd9,MARKET,11657,UNMATCHED_VALID,
SRCM-8e8a92cee97e4f59de962a64,MED-0950f2ce60a42a7bf89fc7c1,MARKET,11660,UNMATCHED_VALID,
SRCM-53f35d3553fa553f2bcbf27e,MED-f86e0aa657fe870910a8ac66,MARKET,11661,UNMATCHED_VALID,
SRCM-5cc05a9da47143789d1bfeb0,MED-345ea2affbd2be24014f8bb4,MARKET,11662,UNMATCHED_VALID,
SRCM-7bee94f60c10ac025b9bd8ce,MED-91dfaa5103ee34bcf04e6bcb,MARKET,11663,UNMATCHED_VALID,
SRCM-587e0cb4eca5a3e712416b1e,MED-5de84a4830d276cffe04f142,MARKET,11664,UNMATCHED_VALID,
SRCM-b0ce4ff26b4d695aa8ec1b7e,MED-5b071a5dfff08556a18120af,MARKET,11665,UNMATCHED_VALID,
SRCM-adb517868abf160b60a22d49,MED-c3f12c55e17921cff4d4477e,MARKET,11666,UNMATCHED_VALID,
SRCM-4a3e63b8f36d23922056033d,MED-4635960331b3b2d8d8beb25f,MARKET,11667,UNMATCHED_VALID,
SRCM-99134f06d0bedd240106266b,MED-681c9ed333c53b38b6e1dfed,MARKET,11668,UNMATCHED_VALID,
SRCM-32d0312957656c10807e0d98,MED-0ab9bba5bd49dcd308171acc,MARKET,11669,UNMATCHED_VALID,
SRCM-c1508c10485d0af51fd343da,MED-466ab40ff2e7b92aca24c8c6,MARKET,11670,UNMATCHED_VALID,
SRCM-d7ae03f0eeecefaac198c4ae,MED-b9d19542ec24b92bbd811035,MARKET,11671,UNMATCHED_VALID,
SRCM-0b49333d4b7c195e61bb588b,MED-75a7585a7e4f09123a3f8286,MARKET,11672,UNMATCHED_VALID,
SRCM-5a5b28e9d2c37ba9cccbdb5d,MED-3de25cf0b323cfbdc90498ee,MARKET,11673,UNMATCHED_VALID,
SRCM-152de2b0072bf0c2a7779db9,MED-325008574856c1afa5ff0a05,MARKET,11674,UNMATCHED_VALID,
SRCM-c6f7b66706ccd8fcea05d66b,MED-f4d8771a9b06172e52befafc,MARKET,11675,UNMATCHED_VALID,
SRCM-daedfee58669a16428841831,MED-1ea540bd7901f1930da6b95f,MARKET,11676,UNMATCHED_VALID,
SRCM-8ba1d09fe8825fb4e4389b24,MED-7bda10f451f9a2b1a2ea53f8,MARKET,11678,UNMATCHED_VALID,
SRCM-4e937759af85dc32859b90d1,MED-ab0093b76ddcdec14b6817ae,MARKET,11679,UNMATCHED_VALID,
SRCM-85416c82a5a76368c7b1f4cd,MED-61a6c8ad85492c6781fb9f50,MARKET,11680,UNMATCHED_VALID,
SRCM-619810581df769c9bf86b3b0,MED-18ffd6647ef5d08dd3247112,MARKET,11681,UNMATCHED_VALID,
SRCM-dbbad6055fc8c670b5f62359,MED-726c70c7173b0c57eead229e,MARKET,11682,UNMATCHED_VALID,
SRCM-7080bb077a6ad5f09de3e93a,MED-20e9ba939ce0f55e2e61c529,MARKET,11683,UNMATCHED_VALID,
SRCM-8a5415d94897f2dc3824382b,MED-622293d4d6666a92a9e0940d,MARKET,11684,UNMATCHED_VALID,
SRCM-609d88db5d22e1aaf954ece5,MED-ebde700ed4f7a00cd914e451,MARKET,11685,UNMATCHED_VALID,
SRCM-b8ee7a0842dc902a2aca8905,MED-5c7f8ed3e49d9ef372fc68d6,MARKET,11691,UNMATCHED_VALID,
SRCM-3d2113581f2cc77bf394cdda,MED-9c4a1b49c79a9e79300b2bf3,MARKET,11692,UNMATCHED_VALID,
SRCM-98c2db07adf1ed8606f9e31e,MED-dccbb87dc4cd53bfcd45f80e,MARKET,11695,UNMATCHED_VALID,
SRCM-6a8a3982cc459e00c6b22c59,MED-62e82198978b99b5e7bf42c5,MARKET,11696,UNMATCHED_VALID,
SRCM-775b8003503343e93a636c1c,MED-283792fe89d44959c929b05a,MARKET,11697,UNMATCHED_VALID,
SRCM-35a190f5a5f4978f3a996a43,MED-b8fc21f1e45c2f535d85c8b5,MARKET,11698,UNMATCHED_VALID,
SRCM-504c23b6888e0acabe747f1c,MED-d76668318305ca7e939602de,MARKET,11699,UNMATCHED_VALID,
SRCM-0b777436b50578bd8bbb697a,MED-6a44098b11a02064b39e6634,MARKET,11700,UNMATCHED_VALID,
SRCM-3884d3859ed1e9faf942c3af,MED-669b5d526e85217eaeef5862,MARKET,11702,UNMATCHED_VALID,
SRCM-71944e24b02ceb3107723569,MED-36acc0ac4e88437f52735380,MARKET,11703,UNMATCHED_VALID,
SRCM-dc253ca780fbf8b047a1323f,MED-c039fc85c3bb5f982df6ec86,MARKET,11704,UNMATCHED_VALID,
SRCM-de00ef99eb9afabc02b1ac07,MED-2cb9846b0c2ce03e773b982e,MARKET,11706,UNMATCHED_VALID,
SRCM-95c62a09df9c028701e97bc1,MED-88e4cb9a6214a335502bc3d7,MARKET,11707,UNMATCHED_VALID,
SRCM-d01c203d5b01480a209ef274,MED-d205c178659b63ab6c847a67,MARKET,11708,UNMATCHED_VALID,
SRCM-f1058df52f34961d34a2d971,MED-bb72deaac75737a87c246ba9,MARKET,11713,UNMATCHED_VALID,
