manufacturer_id,display_name,normalized_name,source_verified
MFR-ce11f66ff69b8da7bd5de575,Momtaz Pharmaceuticals Ltd.,momtaz pharmaceuticals limited,0
MFR-ce28ba062313480d441b2906,Mystic Pharmaceuticals Ltd.,mystic pharmaceuticals limited,0
MFR-ce543e6a62e02ac70ab39998,AstraZeneca pharmaceuticals,astrazeneca pharmaceuticals,0
MFR-cf02fda5601906ca69115dd9,Ultra Pharma Ltd.,ultra pharma limited,0
MFR-cf06baf106a0aa7cc0079a45,Amulet Pharmaceuticals Ltd.,amulet pharmaceuticals limited,0
MFR-d004eb76e8ac1394383d611e,ACI Limited,aci limited,0
MFR-d09fe51497609427df0ee642,Pristine Chem Limited,pristine chem limited,0
MFR-d1a78f3d2a7b5996ad559d3a,Standard Laboratories Ltd.,standard laboratories limited,0
MFR-d1ff80e9e850f4e010792680,"Hamlen Pharmaceuticals, Germany",hamlen pharmaceuticals germany,0
MFR-d296478bf67be8ed5f14c4b6,"Square Pharmaceuticals PLC, Gazipur",square pharmaceuticals plc gazipur,0
MFR-d39072ebc672f7b1e02e9665,Sharif Pharmaceuticals Ltd.,sharif pharmaceuticals limited,0
MFR-d3b34cd77a061a6c4f1d87b7,ACME Laboratories Ltd.,acme laboratories limited,0
MFR-d4490809a02a11e19cfcaae2,Institute of Public Health (IPH),institute of public health iph,0
MFR-d652436994d3f6ae68b724b1,Advent Pharma Ltd.,advent pharma limited,0
MFR-d67f1775502ecfbfd17e25bd,Rephco Pharmaceuticals Ltd.,rephco pharmaceuticals limited,0
MFR-d7a18b154d2d3a06d9eefc1d,Gaco Pharmaceuticals Ltd.,gaco pharmaceuticals limited,0
MFR-d7fb2b8b0339d44edf6ddd94,Techno Drugs Ltd.,techno drugs limited,0
MFR-d88212770f8dddf154483d60,Biotest,biotest,0
MFR-d8bde71fcb4671ae2b23e5f7,Beximco Pharmaceuticals Ltd.,beximco pharmaceuticals limited,0
MFR-d9678c246b99095e4cc73571,Seema Pharmaceuticals Ltd.,seema pharmaceuticals limited,0
MFR-daa482ea1e1f38e3025f99cb,Ferring Pharmaceuticals Ltd.,ferring pharmaceuticals limited,0
MFR-db32c920f3542090d7dee81a,Globe Pharmaceuticals Ltd.,globe pharmaceuticals limited,0
MFR-db6f5d75b3a48e3407ea2e88,Unimed Unihealth Pharmaceuticals Ltd.,unimed unihealth pharmaceuticals limited,0
MFR-dbc5d262bc009895a826e30a,"Beacon Cephalosporin Ltd.,",beacon cephalosporin limited,0
MFR-dc5442a50c054bd3981fddcd,"Sun Pharmaceuticals (EZ) Ltd., Narayanganj",sun pharmaceuticals ez limited narayanganj,0
MFR-dc97c7970e1777f70a6239c2,Stiefel Laboratories Ltd.,stiefel laboratories limited,0
MFR-dd3ebaec360148dc006b1f2e,Super Power Pharmaceuticals Ltd.,super power pharmaceuticals limited,0
MFR-dff7076cea39755abc5b2d2b,Silva Pharmaceuticals Ltd.,silva pharmaceuticals limited,0
MFR-e060af82f1b15ffbf07f6577,Ibn Sina Pharmaceuticals Ltd.,ibn sina pharmaceuticals limited,0
MFR-e09906650908b9bf40dd309a,Novatek Pharmaceuticals Ltd.,novatek pharmaceuticals limited,0
MFR-e1a98ce554a74175d7a2b401,SANDOZ (A Novartis Division),sandoz a novartis division,0
MFR-e2016d5e4b436518433dcd20,Fresenius Kabi,fresenius kabi,0
MFR-e21a1d853b20259c58b764c7,Zhaofeng Gelating Limited,zhaofeng gelating limited,0
MFR-e2fdc2c5c4b2480d487f68b1,Beacon Pharmaceuticals PLC,beacon pharmaceuticals plc,0
MFR-e35fa449823874ec7bea67ba,Nipa Pharmaceuticals Ltd.,nipa pharmaceuticals limited,0
MFR-e397571835e96de1aace1875,"Aristopharma Limited, Gazipur",aristopharma limited gazipur,0
MFR-e39a0f288ae82ecfd4f65b7b,ADM Protexin Ltd,adm protexin limited,0
MFR-e403dfeb714526a34f18895b,Ad-din Pharmaceuticals Ltd.,ad din pharmaceuticals limited,0
MFR-e45ced0a8bc648cd74d999c2,MERZ Pharma GmbH & Co.,merz pharma gmbh co,0
MFR-e47afd04338c5fb404099200,Bengal Remedies Ltd.,bengal remedies limited,0
MFR-e4c70758755b2d3d17dc0f92,Pharmachemie BV,pharmachemie bv,0
MFR-e4f959282889938ca80f4b3e,Opso Saline Ltd.,opso saline limited,0
MFR-e5ba194d2ffbde74d68deeb2,Piramal Enterprises Ltd.,piramal enterprises limited,0
MFR-e5faacdcbb1865ff3aa28cfb,Indo Bangla Pharmaceutical,indo bangla pharmaceuticals,0
MFR-e65a922577aae2124e19311e,"Excella, Germany",excella germany,0
MFR-e689d01b9c723c1518675d97,Alpha Therapeutic Corporation,alpha therapeutic corporation,0
MFR-e6e4a62aaa79d9d1c56c97ad,Reckitt & Benckiser Ltd.,reckitt benckiser limited,0
MFR-e7fd4ef9e9bfa02a8b0fba38,Army Pharma Limited,army pharma limited,0
MFR-e880ff490d00d7ec22eadea1,JR Pharmaceuticals Ltd.,jr pharmaceuticals limited,0
MFR-e9129d2dcf5db59d726e672d,"Drug International Ltd., Gopalpur",drug international limited gopalpur,0
MFR-ea14f4e237c8357a5f8d3f2e,Hamdard Bangladesh,hamdard bangladesh,0
MFR-ea1f2fab4453857dc92fdcfc,National Laboratories Ltd.,national laboratories limited,0
MFR-edebe1d59a26d93b1e2458ca,S. N. Pharmaceuticals Ltd.,s n pharmaceuticals limited,0
MFR-f04d1d6f719132b353e08590,Benham Pharmaceuticals Ltd.,benham pharmaceuticals limited,0
MFR-f066e2840413b56793111a3a,Libra Infusions Ltd.,libra infusions limited,0
MFR-f0bc605f13517477df8cbb9b,Avarox Pharmaceuticals Ltd.,avarox pharmaceuticals limited,0
MFR-f0bcc89728f9ababb8dba8bb,Eskayef Pharmaceuticals Ltd. Mirpur.,eskayef pharmaceuticals limited mirpur,0
MFR-f0e9fe0050e6df4cac74ed81,Apollo Pharmaceutical Ltd.,apollo pharmaceuticals limited,0
MFR-f1b8c612ed21a8e20ce6c55e,"Renata Ltd., Bhaluka",renata limited bhaluka,0
MFR-f331de79be619f63890bd038,Leader Pharmaceuticals Limited,leader pharmaceuticals limited,0
MFR-f6b6eadfc9968ba90e9d1787,Organon,organon,0
MFR-f6d1a1d3b3b97e9f96c6059e,Promixco Pharmaceutical Ltd.,promixco pharmaceuticals limited,0
MFR-f6f1bb8eb1203bec72f84f5a,"Adienne Pharma, Switzerland",adienne pharma switzerland,0
MFR-f874abf74f3215a4ff055153,Novo Healthcare and Pharma Ltd. (Unit-2),novo healthcare and pharma limited unit 2,0
MFR-f8e9f26a4066f6744e5856ed,Biopharma Ltd.,biopharma limited,0
MFR-f98e8a6ab0edc1bd36f98100,MST Pharma,mst pharma,0
MFR-fadab53d159a6ca30a90b412,Islam Oxygen (Pvt) Ltd.,islam oxygen private limited,0
MFR-fbcfeb1a1bfac01a4f47726d,Eli Lilly and Company,eli lilly and company,0
MFR-fbd3102da171debb80400525,Kawsar Chemicals,kawsar chemicals,0
MFR-fbed18011565537590c40baa,Indo-Bangla Pharmaceuticals Ltd.,indo bangla pharmaceuticals limited,0
MFR-fc6739ebc770a2eefe14a782,Doctor’s Chemical Works Ltd.,doctor s chemical works limited,0
MFR-fc96e09199af54793709840a,Biopharma Laboratories Ltd.,biopharma laboratories limited,0
MFR-fdc0750932ae2bd650c5f5c8,Navana Pharmaceuticals Ltd.,navana pharmaceuticals limited,0
MFR-fe33596b41ffd896f7a2c45e,Somatec Pharmaceuticals Ltd.,somatec pharmaceuticals limited,0
MFR-feef23d2a2ab765f9e560369,Ibn Sina Pharmaceutical Ind. Ltd.,ibn sina pharmaceuticals ind limited,0
MFR-ffee0e12950064849a450198,Vifor International Ltd.,vifor international limited,0
