source_record_id,source_name,source_row_number,generic_original,strength_original,parse_status,parse_reason
SRCR-a97282e27b9ab6b2a6c541d2,REGISTERED,7160,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1 + Zinc,400 mg + 40 mg + 50 mg + 100 mg + 200 mg/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-06122ce87cb0a3932b5d8b40,REGISTERED,7163,Liquid Paraffin + Magnesium Hydroxide,25 ml + 6 gm/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-621e4842fc904091d599811d,REGISTERED,7167,Calcium Carbonate + Sodium Alginate + Sodium Bicarbonate,1.6 gm + 5 gm + 2.6 gm/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-8ee3d712c8b1b15166be2107,REGISTERED,7168,Calcium Carbonate + Sodium Alginate + Sodium Bicarbonate,3.25 gm + 5 gm + 2.13 gm/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-a4a1825285b69fd9b52ed22f,REGISTERED,7181,Dexamethasone + Moxifloxacin,100 mg + 500 mg/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-edf03104194fb26ec04064e8,REGISTERED,7182,Chloramphenicol + Dexamethasone,5 mg + 1 mg/ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-01c93d02a34eeed633bf8585,REGISTERED,7183,Brimonidine Tartrate + Brinzolamide,200 mg + 1 gm/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-4dd9d68afe666c70fc895a67,REGISTERED,7196,Cyanocobalamin + Iron Dextran,100 mcg + 100 mg/ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-2dac1c96c77744a0709e0c77,REGISTERED,7201,Ammonium Bicarbonate + Gentian + Ginger + Nux vomica + Sodium Bicarbonate,25 gm + 1.5 gm + 1.5 gm + 7 gm + 65 gm/100 gm,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-80aab247b135b382d59958e5,REGISTERED,7202,Doxycycline Hydrochloride + Tylosin Tartrate,250 mg + 200 mg/gm,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-aed87f080ac90ec70d9f2341,REGISTERED,7205,Vitamin A + Vitamin D3 + Vitamin E,5 Lac IU + 75000 IU + 50 mg/ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-54656fc9f13f663f4725f3bc,REGISTERED,7206,Amprolium + Sulfaquinoxaline Sodium + Vitamin K,170 gm + 170 gm + 1 gm/KG,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-f3c93503553b2df5857d6ef6,REGISTERED,7207,Acetylsalicylic Acid + Ascorbic Acid,60 gm + 6.65 gm/100 gm,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-c50f5f008bc2933d22ef7024,REGISTERED,7209,Closantel + Levamisole,75 mg + 100 mg/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-a8cd93d3482cb41341ddbb87,REGISTERED,7210,Clorsulon + Ivermectin,500 mg + 50 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-32fdef1880b188b1ec98428b,REGISTERED,7212,Calcium Propionate + Cobalt Carbonate + DL-Methionine + Gentian + Pyridoxine Hydrochloride + Silicon Dioxide,500 gm + 100 mg + 40 gm + 80 gm + 380 mg + 12.5 gm/KG,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-78e28965c80edf07f913cfc0,REGISTERED,7213,Tonophosphan + Vitamin B12,100 mg + 20 mcg/ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-b5d3812805b2c3defec64e59,REGISTERED,7221,Lincomycin + Spectinomycin,50 mg + 100 mg/ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-7bcb92ad376a8240b7c4932b,REGISTERED,7360,Benzoic Acid + Salicylic Acid,60 mg + 30 mg/gm,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-0cee6a902deb1de3eb81cabe,REGISTERED,7367,Sulphamethoxazole + Trimethoprim,200 mg + 40 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-750733ee17f6f60d31860598,REGISTERED,7373,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-2d6042acc04727554ca26482,REGISTERED,7374,Nicotinamide + Pantothenic acid + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin C + Vitamin D,10 mg + 5 mg + 1 mg + 1 mg + 5000 IU + 1.6 mg + 50 mg + 1000 IU/ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-b13bee9a96472800bb5ca16e,REGISTERED,7376,Aluminium Oxide + Magnesium Hydroxide,175 mg + 225 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-c57f747b2b679cb3b46755eb,REGISTERED,7409,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1 + Zinc,400 mg + 40 mg + 50 mg + 100 mg + 200 mg/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-08f99758929220762cd5b29d,REGISTERED,7411,Dextrose Anhydrous + Potassium Chloride + Sodium Chloride + Trisodium Citrate,6.75 gm + 750 mg + 1.3 gm + 1.45 gm/500 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-f35a9f95253f22a796ff8676,REGISTERED,7412,Potassium Chloride + Rice Powder (Pregelatineized) + Sodium Chloride + Trisodium Citrate,.75 gm + 25 gm + 1.3 gm + 1.45 gm/500 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-69e8eac197ae0fdde4cadd31,REGISTERED,7437,Diclofenac + Lidocaine Hydrochloride,75 mg + 20 mg/2 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-510e4dcac9b31b727a52199b,REGISTERED,7454,Nicotinamide + Pantothenic acid + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin C + Vitamin D,10 mg + 5 mg + 1 mg + 1 mg + 5000 IU + 1.6 mg + 50 mg + 1000 IU/ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-a5d86fe9cdaf66663eed7453,REGISTERED,7458,Lidocaine Hydrochloride + Oxytetracycline,2 gm + 10 gm/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-4bdc439175e3a39fee74c19d,REGISTERED,7468,Aluminium Oxide + Magnesium Hydroxide,175 mg + 225 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-bbd44884db2e20f978a08087,REGISTERED,7471,Benzoic Acid + Salicylic Acid,60 mg + 30 mg/gm,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-7e3da00bd4c3d4d2e4c76ada,REGISTERED,7473,Bacitracin Zinc + Neomycin Sulphate,500 IU + 5 mg/gm,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-b3aceb086c38b81691f05cbc,REGISTERED,7481,Sulphamethoxazole + Trimethoprim,200 mg + 40 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-676f5cd2d258bc61975c511d,REGISTERED,7488,D-Panthenol + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,5 mg + 100 mg + 10 mg + 4 mg + 50 mg/2 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-a4ecfb565aac2b1d20238824,REGISTERED,7511,D-Panthenol + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,5 mg + 100 mg + 10 mg + 4 mg + 50 mg/2 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-bdecc501be52f2312d82b540,REGISTERED,7512,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-66cfba4858012a9dab78502a,REGISTERED,7516,Cyanocobalamin + Nicotinamide + Pantothenic acid + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin D + Vitamin E,50 mcg + 35 mg + 25 mg + 3 mg + 5 mg + 15 Lac IU + 10 mg + 1 Lac IU + 20 mg/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-3e9393dda3450444139ab911,REGISTERED,7520,Benzalkonium Chloride + Glutaraldehyde,100 mg + 150 mg/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-c16a07848f828d2948bbcc22,REGISTERED,7521,Levamisole + Oxyclozanide,15 mg + 30 mg/ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-203e6ab8fd3d60609b171f2c,REGISTERED,7544,Econazole Nitrate + Triamcinolone Acetonide,1 gm + 100 mg/100 gm,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-2c1b8c9e0ea81ab82fd50c71,REGISTERED,7567,Cyanocobalamin + Pyridoxine Hydrochloride + Vitamin B1,1 mg + 100 mg + 100 mg/3 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-cedabb6d92a641a90ecdc378,REGISTERED,7576,Bupivacaine + Dextrose,20 mg + 320 mg/4 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-613f5ba0cf503aea58ccdf06,REGISTERED,7612,Butaphosphan + Cyanocobalamin,10 gm + 5 mg/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-939dc3af0647f62e94a37d0d,REGISTERED,7624,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1 + Zinc,400 mg + 40 mg + 50 mg + 100 mg + 200 mg/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-c9696360300ceb2144347dd0,REGISTERED,7625,Vitamin A + Vitamin D3 + Vitamin E,5 Lac IU + 75000 IU + 50 mg/ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-4ffe979f7b9227266483fbae,REGISTERED,7630,Calcium Gluconate + Dextrose Anhydrous + Magnessium Chloride,25 gm + 5 gm + 3 gm/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-45a1c62498adb65153633b62,REGISTERED,7632,Ascorbic Acid + Cod Liver Oil + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin D3 + Vitamin E,17.5 mg + 100 mg + 9 mg + .35 mg + .85 mg + 2000 IU + .7 mg + 200 IU + 1.5 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-5afa20c5f79b5f2da9f39f71,REGISTERED,7634,Fusidic Acid + Hydrocortisone Acetate,2 gm + 1 gm/100 gm,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-59f969ec53c47edb8297e3ac,REGISTERED,7635,Meloxicam + Paracetamol,20 mg + 150 mg/ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-0f986a010f5c83b3fc371b87,REGISTERED,7640,Clorsulon + Ivermectin,500 mg + 50 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-1d652ef2f06a3c31d1906216,REGISTERED,7643,Chloramphenicol + Dexamethasone,5 mg + 1 mg/ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-12cbb95de571855c3eafd11b,REGISTERED,7648,Fluocinolone + Hydroquinone + Tretinoin,.01 gm + 4 gm + .05 gm/100 gm,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-3524ddb83fddcdd44fa2fa4e,REGISTERED,7668,Adrenaline + Lidocaine Hydrochloride,5 mcg + 20 mg/ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-f0d79410e4aff6c37d30d3d7,REGISTERED,7684,Cobalt + Copper + Cyanocobalamin + Iron + Zinc,10 mg + 20 mg + 10 mg + 50 mg + 20 mg/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-d78e1edfbba439f01b7ff3f8,REGISTERED,7694,Cetrimide + Chlorhexidine Gluconate,3 gm + 300 mg/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-6d5624595008c22e3d4bb80c,REGISTERED,7695,Cetrimide + Chlorhexidine Gluconate,15 gm + 1.5 gm/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-5fdc8199ab16a167840d07e3,REGISTERED,7697,Dextrose Anhydrous + Potassium Chloride + Sodium Chloride + Trisodium Citrate,10 gm + 750 gm + 1.75 gm + 1.45 gm/500 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-9cb29ee2c8c26b70567ccb29,REGISTERED,7698,Dextrose Anhydrous + Fructose + Potassium Chloride + Sodium Bicarbonate + Sodium Chloride + Sucrose,4.09 gm + 70 mg + 380 mg + 420 mg + 440 mg + 8.07 gm/250 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-966f743fde738160eb22326c,REGISTERED,7699,Dextromethorphan Hydrobromide + Diphenhydramine Hydrochloride + Levomenthol,130 mg + 280 mg + 40 mg/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-b6c74ac2742299174b171335,REGISTERED,7715,Clobetasol Propionate + Salicylic Acid,.05 gm + 3 gm/100 gm,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-2cc2230b108e9b7da41fd214,REGISTERED,7720,Calcium Chloride + D-Pantothenol + DL-Methionine + Dextrose + L-Arginine Hcl + L-Cysteine Hcl + L-Histidine Hcl + L-Isolencine + L-Leucine + L-Lysine HCl + L-Phenylalamine + L-Threonine + L-Tryptophane + L-Valine + Magnesium Sulphate + Monosodium Glutamate + Nicotinamide + Potassium Chloride + Pyridoxine + Riboflavin + Sodium Acetate + Thiamine Hydrochloride,2 mg + .1 mg + .525 mg + 50 mg + 1.425 mg + .02 mg + .02 mg + .525 mg + .6 mg + .525 mg + .35 mg + .35 mg + .175 mg + .525 mg + 2 mg + .08 mg + 3 mg + 2 mg + .1 mg + .05 mg + 7.5 mg + .1 mg/ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-9b73aa605d95eaafa2a0aa16,REGISTERED,7738,Ciprofloxacin + Dexamethasone,300 mg + 100 mg/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-0a8237dda370c1d0197671d5,REGISTERED,7741,Aluminium Oxide + Magnesium Hydroxide,175 mg + 225 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-979fd98aa3d7a2239efecf13,REGISTERED,7753,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-61b246c72237685cd9e60bee,REGISTERED,7759,Sulphamethoxazole + Trimethoprim,200 mg + 40 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-72f7f0503c3b3202590fc071,REGISTERED,7772,Nicotinamide + Pantothenic acid + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin C + Vitamin D,10 mg + 5 mg + 1 mg + 1 mg + 5000 IU + 1.6 mg + 50 mg + 1000 IU/ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-7758d3d19c51f9fb076782b7,REGISTERED,7776,Benzoic Acid + Salicylic Acid,60 mg + 30 mg/gm,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-6a7e1ff3b4293cd076d51417,REGISTERED,7782,Benzoic Acid + Salicylic Acid,60 mg + 30 mg/gm,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-5eefad0a891bed95f3493039,REGISTERED,7785,Sulphamethoxazole + Trimethoprim,200 mg + 40 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-66454b6c6b1f4a3927e09b08,REGISTERED,7859,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-2bac0e6748746935ecd020ae,REGISTERED,7873,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1 + Zinc,400 mg + 40 mg + 50 mg + 100 mg + 200 mg/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-004e21140045ef8ca89dd0a6,REGISTERED,7904,Ascorbic Acid + Cod Liver Oil + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin D3 + Vitamin E,17.5 mg + 100 mg + 9 mg + .35 mg + .85 mg + 2000 IU + .7 mg + 200 IU + 1.5 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-c6c27d697632fa4135a706ee,REGISTERED,7907,Cefuroxime + Clavulanic Acid,125 mg + 31.25 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-e43c08e36e4b5b90a10cbb8d,REGISTERED,7912,Cetrimide + Chlorhexidine Gluconate,3 gm + 300 mg/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-56e6a30863548c19b5ccca52,REGISTERED,7913,Cetrimide + Chlorhexidine Gluconate,15 gm + 1.5 gm/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-179b4084e0dedcfcc6c512ad,REGISTERED,7935,Aluminium Oxide + Magnesium Hydroxide,175 mg + 225 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-721f474320a3aa2f6ea08132,REGISTERED,7937,Benzoic Acid + Salicylic Acid,60 mg + 30 mg/gm,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-608c16bd357a9c4175f2bced,REGISTERED,7943,Betamethasone + Fusidic Acid,100 mg + 2 gm/100 gm,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-9e3a1fa7146a51fc3983bc07,REGISTERED,7948,Sulphamethoxazole + Trimethoprim,200 mg + 40 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-99fb463a28d0f920db72b6e1,REGISTERED,7951,Econazole Nitrate + Triamcinolone Acetonide,1 gm + 100 mg/100 gm,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-4fd97a87d4b73ddc84460d7e,REGISTERED,7963,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-064ea08cd806cc94d41189d4,REGISTERED,7965,Camphor + Menthol + Oil Clove + Oil Eucalyptus + Oil Turpentine,2.5 gm + 2 gm + 2.5 gm + 1.25 gm + 1 gm/100 gm,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-5b5d20cfe770ba96cf142bbc,REGISTERED,7969,Aluminium Oxide + Magnesium Hydroxide,175 mg + 225 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-e03c9e06e937ac2b517dd85a,REGISTERED,8002,Ascorbic Acid + Cod Liver Oil + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin D3 + Vitamin E,17.5 mg + 100 mg + 9 mg + .35 mg + .85 mg + 2000 IU + .7 mg + 200 IU + 1.5 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-0169e4a1e3b87c846217b13c,REGISTERED,8003,Bacitracin Zinc + Neomycin Sulphate,500 IU + 5 mg/gm,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-7d463a3e795c28f1bc1b8d0a,REGISTERED,8024,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1 + Zinc,400 mg + 40 mg + 50 mg + 100 mg + 200 mg/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-14877c805aad9625b80e8a04,REGISTERED,8030,Fluocinolone + Hydroquinone + Tretinoin,.01 gm + 4 gm + .05 gm/100 gm,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-3416896d97af33d0cdbc824a,REGISTERED,8034,Camphor + Menthol + Methyl Salicylate,4 gm + 10 gm + 30 gm/100 gm,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-129db5448842d8364d9ed38c,REGISTERED,8040,Glycerol + Hydrogen Peroxide Solution + Isopropyl Alcohol,1.45 ml + 4.17 ml + 75 ml/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-da5b59d7447249ff7f192b50,REGISTERED,8072,Dextromethorphan Hydrobromide + Phenylephrine Hydrochloride + Triprolidine Hydrochloride,400 mg + 200 mg + 50 mg/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-1d25ebb90ce88b3e79c48a22,REGISTERED,8080,Betamethasone + Neomycin Sulphate,100 mg + 500 mg/100 gm,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-3047f957c0b1b02dd0e21f7b,REGISTERED,8081,Betamethasone + Clotrimazole,100 mg + 1 gm/100 gm,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-68cade42cfbadd4dfb963884,REGISTERED,8093,Bacitracin Zinc + Neomycin Sulphate,500 IU + 5 mg/gm,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-44cb93191864143669fa4cd2,REGISTERED,8155,Econazole Nitrate + Triamcinolone Acetonide,1 gm + 100 mg/100 gm,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-c363e5d9593255ce08a824f4,REGISTERED,8167,Sulphamethoxazole + Trimethoprim,200 mg + 40 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-edef3a48704efb46889448b3,REGISTERED,8181,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-b49d2c941875a4bfad98ae31,REGISTERED,8244,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1 + Zinc,20 mg + 2 mg + 2 mg + 5 mg + 10 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-397018e7ba3764f6c33bad39,REGISTERED,8245,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-03c629d2aa431a048c4c5cdb,REGISTERED,8302,Elemental Iron + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1 + Zinc,50 mg + 20 mg + 2 mg + 2 mg + 5 mg + 10 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-d1cffad2cc903b2225df632f,REGISTERED,8348,Cyanocobalamin + Pyridoxine Hydrochloride + Vitamin B1,1 mg + 100 mg + 100 mg/3 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-0854d69daefcbd8cb389f717,REGISTERED,8458,Citric Acid Monohydrate + Potassium Citrate,5 gm + 30 gm/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-17a17ed2c21fb7ab8b7d803b,REGISTERED,8463,Ascorbic Acid + Cod Liver Oil + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin D3 + Vitamin E,17.5 mg + 100 mg + 9 mg + .35 mg + .85 mg + 2000 IU + .7 mg + 200 IU + 1.5 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-b86b98d8409697d4081a2a51,REGISTERED,8485,Dextromethorphan Hydrobromide + Phenylephrine Hydrochloride + Triprolidine Hydrochloride,400 mg + 200 mg + 50 mg/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-0858809374d8fcfbfc33fd89,REGISTERED,8486,Ethyl Alcohol + Isopropyl Alcohol,66 ml + 3.5 ml/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-69f0ea7779b6cf08c32c8926,REGISTERED,8557,Calcium Carbonate + Sodium Alginate + Sodium Bicarbonate,3.25 gm + 5 gm + 2.13 gm/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-37935ddc49662493e4ce1b9b,REGISTERED,8558,Calcium Carbonate + Sodium Alginate + Sodium Bicarbonate,1.6 gm + 5 gm + 2.6 gm/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-e8c4d9dec539ab5e1cc190bf,REGISTERED,8579,Sulphamethoxazole + Trimethoprim,200 mg + 40 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-5cb0fea05c403bc7c05d2c8d,REGISTERED,8590,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-261dc472cad9e19212048a8f,REGISTERED,8639,Niacinamide + Pyridoxine Hydrochloride + Riboflavin + Thiamine Hydrochloride + Zinc,400 mg + 40 mg + 40 mg + 100 mg + 200 mg/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-fab24d6e516fe83120f96e99,REGISTERED,8640,Ascorbic Acid + Cod Liver Oil + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin D3 + Vitamin E,17.5 mg + 100 mg + 9 mg + .35 mg + .85 mg + 2000 IU + .7 mg + 200 IU + 1.5 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-97b576a96599e5f19d6857c1,REGISTERED,8672,Liquid Paraffin + Magnesium Hydroxide,25 ml + 6 gm/100 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCR-a09600685c35346de15ec644,REGISTERED,8695,Aluminium Oxide + Magnesium Hydroxide,175 mg + 225 mg/5 ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
