medicine_id,market_source_records,registered_source_records,match_method,tier
MED-8e066812537d133da189a70b,SRCM-5dd7098fbe83df38ad4b9c75,SRCR-3579a935ff46a3eed1b180c6,EXACT_STRUCTURED_IDENTITY,A
MED-8e0c8d1dc69206b1f9329f75,SRCM-1729997ad1b229aaf384fa50,SRCR-584fc18ff79a930cf41058d3,EXACT_STRUCTURED_IDENTITY,A
MED-8e1821c197b3b889588b10b0,SRCM-91f826809f5dad2807749a76,SRCR-be3d8d7c068297ebca50a8ea,EXACT_STRUCTURED_IDENTITY,A
MED-8e35fb9c867c4e3b1c7c8121,SRCM-9601daa67dad1de55003289a,SRCR-bbd493873ea23f031114e99a,EXACT_STRUCTURED_IDENTITY,A
MED-8e456707e8366b4672977db3,SRCM-ffa9f5287fbd1f56b82b0bd0,SRCR-072e0253a3ddb46cca69cb94,EXACT_STRUCTURED_IDENTITY,A
MED-8e5d4076b449a6970599c893,SRCM-6a5441d3f150fa81a508cbe2,SRCR-604342ed66be50477dde5689,EXACT_STRUCTURED_IDENTITY,A
MED-8eaf62b8812c294396fa046c,SRCM-dc018ffa4ffe6e2d9463c702,SRCR-0c6721875edcfa81d21906d0,EXACT_STRUCTURED_IDENTITY,A
MED-8ee1f51a0ff7298587b07b6d,SRCM-ea320fdece77014a59c6cfd8,SRCR-37ecaaaeab4b63f3f1e1bb97,EXACT_STRUCTURED_IDENTITY,A
MED-8efa3329d54303f32c30268d,SRCM-f4add2b2c79159c5a61d4b58,SRCR-2a4678ed776a462e955ece2e,EXACT_STRUCTURED_IDENTITY,A
MED-8efff3fb7bf4f3069025502e,SRCM-d701c9101841d42bbab191b0,SRCR-19ecc0285d9ef0c6112990ee,EXACT_STRUCTURED_IDENTITY,A
MED-8f04656c538c016287f3d212,SRCM-11225f8e4c42af749b9ee270,SRCR-242c084ada476bf9dcb0401d,EXACT_STRUCTURED_IDENTITY,A
MED-8f2f9a5c40f84e7b2624379b,SRCM-6ed9847d75f90c8d1c928634,SRCR-131e2a391b59d5295ea9c672,EXACT_STRUCTURED_IDENTITY,A
MED-8f3479e6bde5234d528fed57,SRCM-c8bffa9cb97391c494b080ea,SRCR-a0c43cb03857c1834bde15cb,EXACT_STRUCTURED_IDENTITY,A
MED-8f5ae1e2ca9bcfd80c6c8d19,SRCM-790e4f4e305d3a9818da5792,SRCR-4911129ce480d7d2d97c77e8,EXACT_STRUCTURED_IDENTITY,A
MED-8f60880d5828077ad5eb5fbf,SRCM-6d65906b238c48cf11fab4a4,SRCR-88110f3943eacfe96a935912,EXACT_STRUCTURED_IDENTITY,A
MED-8f6eb6b1405ba3cb3f4c53e4,SRCM-ba02136fed6a9d69eb5fdbbd,SRCR-77573a9c2867c92d63bd325e,EXACT_STRUCTURED_IDENTITY,A
MED-8f854d09824079140e07dbe7,SRCM-68aa3667aea4c6df45c3c722,SRCR-fd05f983b77053b83a8a325c,EXACT_STRUCTURED_IDENTITY,A
MED-8f978a3bc8f254d2e19bd267,SRCM-5f7b713d471810b2eca4c573,SRCR-72e8f0ddcfec3b4d82ef1de2,EXACT_STRUCTURED_IDENTITY,A
MED-8fb6dcdbd52a692bea8cabd3,SRCM-f41af45ca65830580f083f1f,SRCR-1dbc2306089b234141f66fa1,EXACT_STRUCTURED_IDENTITY,A
MED-8fcf57b2e16aa6ac91525b9d,SRCM-713558efb8e34da646cba3c9,SRCR-fefbf75a610d8c39b6ae982c,EXACT_STRUCTURED_IDENTITY,A
MED-8fe5b6675ae5fe9a26da2210,SRCM-915292cfedc93647387346c8,SRCR-152570c15bab3ea117fe0d04,EXACT_STRUCTURED_IDENTITY,A
MED-8ff25bbb55d554dffff4d196,SRCM-56c547453ab1c1c012a57596,SRCR-017591a5e30eee5465d9c1ab,EXACT_STRUCTURED_IDENTITY,A
MED-8ffc256c6756d50a3ebc4a11,SRCM-1c0dbb30d5e674e410c5f9f9,SRCR-26253cc194ea41f2b2a1320b,EXACT_STRUCTURED_IDENTITY,A
MED-90151890a4b99f7b7dcde792,SRCM-f440472d4d0ad1b9e86be791,SRCR-3a3448b9820b8d0cd7c248d7,EXACT_STRUCTURED_IDENTITY,A
MED-902bd7eb8945ff039f26f989,SRCM-eb4f8ab36a8a689c23db30b7,SRCR-fa20c9ca7f01ab90bbc628f5,EXACT_STRUCTURED_IDENTITY,A
MED-903c2351ff0d0cae39081be5,SRCM-8889ec75da6a8c635f692593,SRCR-aaa3a84293cd9c1cef617673,EXACT_STRUCTURED_IDENTITY,A
MED-9042f6fc2ab26fbd171c39c0,SRCM-cdbd33d42b75a95f2fe3f15d,SRCR-c26f18ca3ad45d24af5319b5,EXACT_STRUCTURED_IDENTITY,A
MED-904f6d4b5dd1cfbec68b1c82,SRCM-4380e0d6109a004ee62fdcbc,SRCR-cb8ebea9d8a56c79a778e4e0,EXACT_STRUCTURED_IDENTITY,A
MED-90720c26718be8bed9e51b75,SRCM-e131b06376e8cd19e76072bf,SRCR-e6062436aba8b920430d6f0f,EXACT_STRUCTURED_IDENTITY,A
MED-908bb644a1efb5f85e4c480f,SRCM-47ab58ee4be3a96972973441,SRCR-d326a3890b744957142a9136,EXACT_STRUCTURED_IDENTITY,A
MED-90b481e7fd36ee9e59ede7db,SRCM-d2b50b70faa994736d0db54f,SRCR-7915ad1d770cb41f7feea099,EXACT_STRUCTURED_IDENTITY,A
MED-90b807fb712aa6df2655de51,SRCM-8e397ed910b5a34bb1a54f28,SRCR-65c9e962e1f0f79c23a9c8d5,EXACT_STRUCTURED_IDENTITY,A
MED-90ba101e71b86c9b3a62ade7,SRCM-5d9c40ce6e59e788735dc325,SRCR-c24a7e9b48f8b40856fa1fc4,EXACT_STRUCTURED_IDENTITY,A
MED-90bff9e19071c4b42398fdd4,SRCM-d1d05c175973e3c653f542e0,SRCR-5e19edd3b76c296c48be811c,EXACT_STRUCTURED_IDENTITY,A
MED-90ed380523013bcd79839064,SRCM-44c5dd7610685b946e727ecf,SRCR-2c30c95d30dc63182b5140a8,EXACT_STRUCTURED_IDENTITY,A
MED-9116d3c1ae441dab65716513,SRCM-a8c0e05ee6ae9f517531f813,SRCR-0f7f9ff4b422d442eafba2a2,EXACT_STRUCTURED_IDENTITY,A
MED-912df053e74c731214046f40,SRCM-f91f2b45974c304e5aa4e83a,SRCR-d301e51c6889836ae665ead4,EXACT_STRUCTURED_IDENTITY,A
MED-913e26280aad4a928f0cded4,SRCM-a159ec24908e478112df6d26,SRCR-999edd131633c66d6d4db9dc,EXACT_STRUCTURED_IDENTITY,A
MED-91541656883f7a70370eaf20,SRCM-b407e1d390588884585a4e53,SRCR-a8000027ccde27609a3f4cac,EXACT_STRUCTURED_IDENTITY,A
MED-917abf7e3499864a36467049,SRCM-2d676a0e36b59e42c2ff0134,SRCR-c08adaf133a324e115cebe04,EXACT_STRUCTURED_IDENTITY,A
MED-91b7c06aaa573424af0e82fb,SRCM-4f45d6754a7c28f826c6d9e3,SRCR-4a45e4776547ac36c2af0d72,EXACT_STRUCTURED_IDENTITY,A
MED-91c2bd0260e6a05fa753bc79,SRCM-44c28e521b22e8198326b9df,SRCR-20e3f66f3c0ca093045899cc,EXACT_STRUCTURED_IDENTITY,A
MED-91d3792ee09184396c4baf2e,SRCM-e0c146ce3dc3461b1c919bd0,SRCR-4a90fc07a35a62d5767fa59c,EXACT_STRUCTURED_IDENTITY,A
MED-91d72dc5572064e8b0b25b98,SRCM-36fa5da756233ea0c8b7ae80,SRCR-bcdabca2f5c902d4e9b002da,EXACT_STRUCTURED_IDENTITY,A
MED-91df6177b3b55300b399b0c5,SRCM-bdf38af83bdb85cfa6eaad92,SRCR-99cb94bb5ac57dbc7a54c7c0,EXACT_STRUCTURED_IDENTITY,A
MED-921921709cfb10f2734eed8a,SRCM-1cd5e41504797b692e828cab,SRCR-9910ae803207bec2c9391423,EXACT_STRUCTURED_IDENTITY,A
MED-921f71b8fc8767f4c06739dc,SRCM-c77859b4f7216b2690f9b869,SRCR-7788b643a22e65593571f13c,EXACT_STRUCTURED_IDENTITY,A
MED-922054266663fae296c805b4,SRCM-654a8cdaca341b21fa72f77e,SRCR-e1e62deb4431ac744ac6f587,EXACT_STRUCTURED_IDENTITY,A
MED-925b38bd62a37190c72f10a1,SRCM-8643d997452318cc57d53c70,SRCR-37dce3f42a9b706d666a9324,EXACT_STRUCTURED_IDENTITY,A
MED-926558ef22123c8dc8f632c7,SRCM-32488e19d17f9cf10e7a3630,SRCR-7cc5cc0b1b1b7ca592e6c1c3,EXACT_STRUCTURED_IDENTITY,A
MED-9274bcd0e3b17eaa4601c692,SRCM-a841f0ab477c59ffa99541c5,SRCR-0b29feaa858f4d3900c17f09,EXACT_STRUCTURED_IDENTITY,A
MED-929e07627a78e920206118b6,SRCM-972c5774cacd5c0fbaef3098,SRCR-9fadd43da86f41d90db58205,EXACT_STRUCTURED_IDENTITY,A
MED-92af34d684f7dcc569590219,SRCM-42c1aa8308e852a163d53e8a,SRCR-ea51974482a04740aaf24701,EXACT_STRUCTURED_IDENTITY,A
MED-92b0ebd7a58137eee5e8c734,SRCM-52c28fd052c20be5c0810d7a,SRCR-4fd51b64c790131bdfc98f1b,EXACT_STRUCTURED_IDENTITY,A
MED-92c91314b4777d26ad05bac0,SRCM-9bff1e7b35c6e006e939827b,SRCR-4c647f2493fa56f243bdb6eb,EXACT_STRUCTURED_IDENTITY,A
MED-92fe3ff289eb86ef9b451ec2,SRCM-e695aa5e9321285aad3fb923,SRCR-c57a079b9cde7ef2c072ff01,EXACT_STRUCTURED_IDENTITY,A
MED-930e4617398a05017e49dc57,SRCM-1cf2fb1c553a45d9351da389,SRCR-725165178ebd0145aedd9318,EXACT_STRUCTURED_IDENTITY,A
MED-9320777d3e6fe65aec1b3ac7,SRCM-00eabb91633845626a4a634c,SRCR-4d96b502e1711bf7310dc791,EXACT_STRUCTURED_IDENTITY,A
MED-935cb8a4ea0e02034f450702,SRCM-60046827efccf40bc7dfc506,SRCR-d0d3b08b3237359cb6ef8d6f,EXACT_STRUCTURED_IDENTITY,A
MED-93617c0f854e270c07cddddf,SRCM-dff1feb135675aee98299d62,SRCR-ae776625881c9ce69055c0af,EXACT_STRUCTURED_IDENTITY,A
MED-936486d73cfce11008760072,SRCM-bd152383d63067d528a308b0,SRCR-287b2f367d597e073ff71e60,EXACT_STRUCTURED_IDENTITY,A
MED-9368137ac792ba1ebeb0e751,SRCM-2b1c6073d37ecd0bcc5917cf,SRCR-8bd4ae0d5c3e60b8cd9d19a2,EXACT_STRUCTURED_IDENTITY,A
MED-936a58559a0b4dc75bfe85b2,SRCM-ccdd6ed9d3feab77ce93a112,SRCR-828cfbc5ca64cbe6c087147c,EXACT_STRUCTURED_IDENTITY,A
MED-937b841658bc771c7557afda,SRCM-d375d317863c788127842684,SRCR-f2e054520c230c92594712cb,EXACT_STRUCTURED_IDENTITY,A
MED-937c6a8024d54f29c5cee1be,SRCM-6effae40ca0d63e94fbb71b5,SRCR-d8dfa61f36d4a1c344b7be58,EXACT_STRUCTURED_IDENTITY,A
MED-93835ed95f0f3159a6b56f67,SRCM-6ed128aa3444cbc89c928ec0,SRCR-db86fdf7dd9d950bbfb17c1f,EXACT_STRUCTURED_IDENTITY,A
MED-93a06545ef51a2ebcde65199,SRCM-3103e1c6580756cde550e277,SRCR-2894b64ca7eecd75bf83daa1,EXACT_STRUCTURED_IDENTITY,A
MED-93af882486928da7d19cdbc2,SRCM-ba73c5b85b9aeadce2f97e73,SRCR-df5897578fc9707b3abb642e,EXACT_STRUCTURED_IDENTITY,A
MED-93c6961a4117549b937aac92,SRCM-5210d08e15859cb15887c540,SRCR-fb8f40b457decf4e4854b50d,EXACT_STRUCTURED_IDENTITY,A
MED-93d36810f2d45e6b5034d70c,SRCM-639e869ea98f4a8cd93a20a5,SRCR-687c0a44afe37f217c5b8335,EXACT_STRUCTURED_IDENTITY,A
MED-93f5d8b50b4f4b57b2807422,SRCM-c2b1b5654ce89a4c7675fe5e,SRCR-47906b4b2b1ab2061f503e23,EXACT_STRUCTURED_IDENTITY,A
MED-9440b2c7fd8df27f0e2909c7,SRCM-31516d673b649f86f126690d,SRCR-24a27213685e66c649a91d14,EXACT_STRUCTURED_IDENTITY,A
MED-944a7737ef11859de0f2108d,SRCM-82988a7d96ed279708c7362d,SRCR-4528b526069ccc5f4e96b675,EXACT_STRUCTURED_IDENTITY,A
MED-946679479be8342c89dd3a77,SRCM-37ccaaf90ef9eb05a806a777,SRCR-4a5766f08868c70acf5329a0,EXACT_STRUCTURED_IDENTITY,A
MED-94703055044eb4f80fa1fcf0,SRCM-daf64bcd6cf727cc78e0d966,SRCR-eca216ce7fbe1455409ace33,EXACT_STRUCTURED_IDENTITY,A
MED-948325294a46dc0d9b032502,SRCM-d729bdd4bbffbbef131681f1,SRCR-f0a2eb04911e9d6ffbd43ec6,EXACT_STRUCTURED_IDENTITY,A
MED-94a1ac16c047a07bfed5b8c1,SRCM-044fe0f3e2b5b7ec83a00223,SRCR-468bd96a3ff7255881b624f4,EXACT_STRUCTURED_IDENTITY,A
MED-94b434bc67dfa1dc55f56077,SRCM-e1dda07cc2a5d9a72763e1cf,SRCR-87beb100151045f3388aa32d,EXACT_STRUCTURED_IDENTITY,A
MED-94ce56375d2549f31ff97193,SRCM-b6899cb972496fb8a5887cd8,SRCR-e22299343b8a68929fce7c92,EXACT_STRUCTURED_IDENTITY,A
MED-94e929e7190ffd10718d2d42,SRCM-d15b949dd6c29c25fdd3bd1b,SRCR-fbf693d42a5c204fb1669552,EXACT_STRUCTURED_IDENTITY,A
MED-95678e6e6a7fa556b8c2d24f,SRCM-493e98e84ba27dfcf53cc53f,SRCR-09c6e79498ce8918c7ae960f,EXACT_STRUCTURED_IDENTITY,A
MED-95868121eb61fd531fbaf020,SRCM-c8d3cbf42de687d1ae1ad390,SRCR-fc6f70691363d728c627ec62,EXACT_STRUCTURED_IDENTITY,A
MED-9593dd74e261c172cc3c43af,SRCM-fb3e61420675ef9e02cb0bed,SRCR-8e3fe2be01d14089611e95db,EXACT_STRUCTURED_IDENTITY,A
MED-95ba14aa630f9dca3901b0a6,SRCM-c2880aa612bb27a107e6402f,SRCR-b4eb1f1d2c934bd8d6080c6e,EXACT_STRUCTURED_IDENTITY,A
MED-95c0a5c4c2debfd7686ba927,SRCM-0755a4dbb4d767440a704f9e,SRCR-47c32f20cfa96e13f0a0c2f4,EXACT_STRUCTURED_IDENTITY,A
MED-95c20d535f7fd333cb37ff22,SRCM-f812881239240c6bf39f90b4,SRCR-b9b3b517334b24df33c040c3,EXACT_STRUCTURED_IDENTITY,A
MED-95de9353ee531eaf0a586b8f,SRCM-ca2728eaa6a54de8e205ccd9,SRCR-b8e42f55bea0abc693250f49,EXACT_STRUCTURED_IDENTITY,A
MED-95e90f92b518edfcbcaef6f4,SRCM-f28e0bea28feb93b06c9c175,SRCR-21f0870a3d2ec76081a1dfdd,EXACT_STRUCTURED_IDENTITY,A
MED-96004231cc9fd4acc5765436,SRCM-a5e51c58a76686f4a8a83752,SRCR-2bb46251dc4e5737beb045c6,EXACT_STRUCTURED_IDENTITY,A
MED-962109c7936ef5f426135c9e,SRCM-12c9d0ccf27dbe4ef6e6699f,SRCR-463dd93c50db6ce1b27e333f,EXACT_STRUCTURED_IDENTITY,A
MED-963ac3f9c1c7113352a7d462,SRCM-8b937bc4ac95916a78a99d03,SRCR-36f6bb662b290923e28d3cfe,EXACT_STRUCTURED_IDENTITY,A
MED-966b1008337b593dfba18f56,SRCM-ecc44e88ac4fb0c80c91e9d9,SRCR-c5e9962e7272a46df8cf8cef,EXACT_STRUCTURED_IDENTITY,A
MED-9689e44866ed568fed7242c5,SRCM-07fb70e9a999cdf4794ce98a,SRCR-bab8087ae4d838062297b22c,EXACT_STRUCTURED_IDENTITY,A
MED-968d73a35ea613d85c42c1df,SRCM-c0fef43b2a425879e9cd79d7,SRCR-91f06688969ea9d32ccc1c9d,EXACT_STRUCTURED_IDENTITY,A
MED-96cb2f1db38ecd2e76f82a20,SRCM-0d06ad5342d1e052d1a959af,SRCR-504dbebdd06ee1e4070f2476,EXACT_STRUCTURED_IDENTITY,A
MED-96d999fe29d0a6a15d3fd76c,SRCM-418f36a634ab510e53b248ae,SRCR-c6085b7cd3564caa6c2d842e,EXACT_STRUCTURED_IDENTITY,A
MED-96e227dd5f101b0d223eb6a8,SRCM-4905a3185c18ae4a8a97fdaa,SRCR-af26a29df5a973721e31d460,EXACT_STRUCTURED_IDENTITY,A
MED-96e5fd246b964741e3b97017,SRCM-37f30d74ba21f4e9c1483a42,SRCR-8b69522b86301913c0ef06c4,EXACT_STRUCTURED_IDENTITY,A
MED-9718be46f35bec7176b61f33,SRCM-852f1f4205d2ddabffae5b9e,SRCR-7b35dd7075b4da1c2ff3c527,EXACT_STRUCTURED_IDENTITY,A
MED-9763bc44a13a89a32ae37835,SRCM-bad44ea247944720287042d6,SRCR-3ed57d05bbd646ab449b8fa4,EXACT_STRUCTURED_IDENTITY,A
MED-97666b5bfecc543239116470,SRCM-fd25687172fccdaee6aac5b4,SRCR-0140cc0092aa03f1681ae22a,EXACT_STRUCTURED_IDENTITY,A
MED-9769f46ecfa3fa07fabf2a6e,SRCM-3b5b87feeb0efd4df89fc98b,SRCR-31175e6419e01e6c751e02d4,EXACT_STRUCTURED_IDENTITY,A
MED-97709a7840d35f0dd6efc30a,SRCM-26a6e19f91693985648e2b4a,SRCR-a05916b33094af8ffef7d2d9,EXACT_STRUCTURED_IDENTITY,A
MED-978438c8e17a645d7e80656a,SRCM-e80ee7dd2f731cb2682ee102,SRCR-26795ef264438e03d8ccf081,EXACT_STRUCTURED_IDENTITY,A
MED-978a8be3f07dbfe57b17cf55,SRCM-3250f9c9516e1f380f7d4f0b,SRCR-8f268e198fc4d141fb3e03cf,EXACT_STRUCTURED_IDENTITY,A
MED-97a05c276daf5fbd3d09259f,SRCM-927b137d379a8848c70d3e44,SRCR-ea3a297556475b1560d3873a,EXACT_STRUCTURED_IDENTITY,A
MED-97a1b5c076bf47695f25496d,SRCM-de6f66e552b786478014267a,SRCR-899a77ee11e00dcb44657d57,EXACT_STRUCTURED_IDENTITY,A
MED-97a34b26afbb2da313e6ea18,SRCM-f069a10ef9ea4c6c3bd5f82f,SRCR-cc0f37e791c7c41907555fca,EXACT_STRUCTURED_IDENTITY,A
MED-97a554657da1b7b95fe1b6c2,SRCM-9546aa6ba0f3de350910adfb,SRCR-bb790efe051f7534a712402d,EXACT_STRUCTURED_IDENTITY,A
MED-97a8cc37bae8a25e2ddebdd5,SRCM-1a01fad4422ad36a68baafdd,SRCR-d7ceaf6549355fcff0beb302,EXACT_STRUCTURED_IDENTITY,A
MED-97ab71826376926f0d98b9a6,SRCM-f1ed45058fae634edc68dada,SRCR-682056cfb67d10842e913e12,EXACT_STRUCTURED_IDENTITY,A
MED-97acc9fdcbd7757cfd153e51,SRCM-9d1ee32724246736119067e7,SRCR-f4764809e74b53f40d1f6b0e,EXACT_STRUCTURED_IDENTITY,A
MED-97ae9cf78979da2ce4ef85f1,SRCM-559c030449c66b75229ad665,SRCR-9ccde369e8f7aa28b65c49b6,EXACT_STRUCTURED_IDENTITY,A
MED-97b7ea65b24098a59142a954,SRCM-27ac97717a801a78287ccef0,SRCR-e6629cfa2f2ef34150432948,EXACT_STRUCTURED_IDENTITY,A
MED-97c37ad5fe3f44d50c30c199,SRCM-4b11cf93a6935715150057dd,SRCR-b78811ff8f479cb91d3e6cae,EXACT_STRUCTURED_IDENTITY,A
MED-97c786e6824f2b4c7e1155d2,SRCM-8285952294dc6999d160519d,SRCR-6861c077f8e6ffb20d0e2686,EXACT_STRUCTURED_IDENTITY,A
MED-97cc88c2205a71fa88ab4228,SRCM-f39693922ee53341b17021fc,SRCR-e7f22f1e506aa0ec72846102,EXACT_STRUCTURED_IDENTITY,A
MED-97d36a33f311d643be0af5bd,SRCM-6375ebb697598dd61d5f9212,SRCR-38f84bc74a77a5ef162ebcea,EXACT_STRUCTURED_IDENTITY,A
MED-97e824cb55cdc882d63b126c,SRCM-e64e17de3aeb9aa92563dff8,SRCR-ec4aab447d339a6fbfa75db3,EXACT_STRUCTURED_IDENTITY,A
MED-9809d6d32002b5d447006d05,SRCM-811a4706bea915ecb8469151,SRCR-eb5e1c20a12f5eb817c7a45a,EXACT_STRUCTURED_IDENTITY,A
MED-98227f4e84ef630e9dd7377b,SRCM-4a3426c28f12c84a24359eef,SRCR-c11dd2061f5f7205147a0473,EXACT_STRUCTURED_IDENTITY,A
MED-9827e6a2f787a1485703f15d,SRCM-9c32d64c89745e490e122f20,SRCR-8ff5fc44300bef61faf5e793,EXACT_STRUCTURED_IDENTITY,A
MED-982c5ea75d64f549811a2109,SRCM-e910f0671afde3fbcd4c90ca,SRCR-5d5ed94231ef7d811a1810d7,EXACT_STRUCTURED_IDENTITY,A
MED-983422c22b1073522a05ad0f,SRCM-090dbcf13e73e246965d58d2,SRCR-0bbbf9000b6335833cd3b9d6,EXACT_STRUCTURED_IDENTITY,A
MED-98714aa97f59d4e48a9f6bab,SRCM-2e40826f5d06e0192683c9ae,SRCR-15683c005aeb473f215eefbf,EXACT_STRUCTURED_IDENTITY,A
MED-988c558d57bbcf481ee4738a,SRCM-0b67e93161fb3bdb953ecfc5,SRCR-519a1048916b2112206b4131,EXACT_STRUCTURED_IDENTITY,A
MED-98a77e7d70abe45e880916c2,SRCM-9711c977ef611423bf6cb30b,SRCR-3327c4a4e9d02ece77ded6d3,EXACT_STRUCTURED_IDENTITY,A
MED-98cb610ac4d41ba7a96f03bb,SRCM-5eab2c3ade3dea4fed661959,SRCR-379de01948bf6ed30a710e55,EXACT_STRUCTURED_IDENTITY,A
MED-98e160ef9dfaa723f36151eb,SRCM-338be9ea7c8486e02808285d,SRCR-597cebef88ffd8a82d4af3b5,EXACT_STRUCTURED_IDENTITY,A
MED-9901ac83968ac6c34956abb2,SRCM-f9185649f75b499ebfcb9f6c,SRCR-02de1e1620d533857b7e1c04,EXACT_STRUCTURED_IDENTITY,A
MED-9903c3d937ee3eb008fc7a72,SRCM-d6e886e8c04e103e841cdd40,SRCR-e8f64ea5f0e76d3ca7929b26,EXACT_STRUCTURED_IDENTITY,A
MED-9907f5e528592cba56922e36,SRCM-c097ec82a4c599847aa204f0,SRCR-0e08202fc12992d09346f695,EXACT_STRUCTURED_IDENTITY,A
MED-9924999013c9da26eeed591d,SRCM-4671464b0ca3bbf9a5964f2d,SRCR-f8d4c050a68ec8594140d8be,EXACT_STRUCTURED_IDENTITY,A
MED-99448c71134951c057b3de6f,SRCM-a33b5f4e81b39f647982abd5,SRCR-4c94eef45a261119cb2d9e12,EXACT_STRUCTURED_IDENTITY,A
MED-995250b796481c14fb58cffc,SRCM-4833460444ccbfc875840793,SRCR-315860f4173ca1df1b1cf753,EXACT_STRUCTURED_IDENTITY,A
MED-9972c5edcd9a9b9a7a187eb7,SRCM-f8746842211fd50381d4b308,SRCR-7d48384a16cc63fe7d0cf4cc,EXACT_STRUCTURED_IDENTITY,A
MED-9981cf15687625243cb9b417,SRCM-bb628703e0e05de9dd041a56,SRCR-6ce303788c47162554ffbbf7,EXACT_STRUCTURED_IDENTITY,A
MED-999589f1d9a5cdec59bc1660,SRCM-0aaebd06606372bd580297c5,SRCR-56973c8285f1c2e7e3e51464,EXACT_STRUCTURED_IDENTITY,A
MED-99b68586fdb90458418f6f76,SRCM-d45558bd42d25f3e66cd733f,SRCR-2f9ff0ba0798e1faf722dc97,EXACT_STRUCTURED_IDENTITY,A
MED-99b7af01dc53e029e5d0a94d,SRCM-785a88807d8575802b8cb970,SRCR-90aa4c96c39d040256bca797,EXACT_STRUCTURED_IDENTITY,A
MED-99ba34a83ef149c806aecfa1,SRCM-406b38c74e924107cb247c15,SRCR-2c8a0efbdd4dcfdbd40e58a9,EXACT_STRUCTURED_IDENTITY,A
MED-99bc20fb700f7016465d9378,SRCM-508a22ab7af7498d83fcfef0,SRCR-39a4d89af2ade40726c8ee5c,EXACT_STRUCTURED_IDENTITY,A
MED-99be8c228fad5c5522ca6def,SRCM-b6d935911f3a8b41e525023a,SRCR-17c82c4be8b7c88cb8d11671,EXACT_STRUCTURED_IDENTITY,A
MED-99c51ff46487745eca69ca57,SRCM-77e791a546476fc1f3f77cb9,SRCR-604b217e77acc1bbc42acefb,EXACT_STRUCTURED_IDENTITY,A
MED-99e2e642ed5abd89a1101760,SRCM-9bdc972678cd59c9f306d7ec,SRCR-f96b23813ffd6f92707e3ec7,EXACT_STRUCTURED_IDENTITY,A
MED-99eaf3df21128b699032696e,SRCM-6c60c1a3203dd8d65a2b5868,SRCR-5cd79a1b1991fd14a5dfcba9,EXACT_STRUCTURED_IDENTITY,A
MED-99ec970cb73447f172efd739,SRCM-16d5ab6b5836b16cdef8d640,SRCR-25b738edf895e1be515bdc9d,EXACT_STRUCTURED_IDENTITY,A
MED-9a095fce4b974549cbb8afd4,SRCM-a25c6d8480a650b22a590341,SRCR-b439a834122fedf65a098894,EXACT_STRUCTURED_IDENTITY,A
MED-9a0a3007ebb7ba20336967fd,SRCM-25acc1a9d4c98a1f149ebb96,SRCR-120f563bb1d9f012eaacd9c0,EXACT_STRUCTURED_IDENTITY,A
MED-9a0e9242110e42255ed0ab57,SRCM-efe321c117cefa1c143ddf2c,SRCR-0fe1c95252f7722119bc1e97,EXACT_STRUCTURED_IDENTITY,A
MED-9a262aa0c0eeaf86c15cb053,SRCM-63e2d5fa14d48fbd70b36a33,SRCR-00cc766d6e345ef5f896ae44,EXACT_STRUCTURED_IDENTITY,A
MED-9a2c611376772bb3d6a25d09,SRCM-68e751d1e40b4215e91025ac,SRCR-ad564b2f19752838687ed6d2,EXACT_STRUCTURED_IDENTITY,A
MED-9a46a2be559da868acd02a94,SRCM-8903ce08dcb6ec78087af166,SRCR-15f116c219c935c1fe4940d2,EXACT_STRUCTURED_IDENTITY,A
MED-9a561b05d1e83db99d12f845,SRCM-4eb6262a927b99d26f60d9ae,SRCR-73ca964363e56d6082d85b37,EXACT_STRUCTURED_IDENTITY,A
MED-9a5892c5274e9811ca37e160,SRCM-99eeaa2a2d10e960f9440ab9,SRCR-a0102972c6aae9dbb414dfc8,EXACT_STRUCTURED_IDENTITY,A
MED-9a6df2e72992160b19385eec,SRCM-6c1a21d4ded801fa8b15fd2d,SRCR-bd68d48f0b99d5d23d9c1f19,EXACT_STRUCTURED_IDENTITY,A
MED-9a83837bde8b6a45421e0bb9,SRCM-d83b106716ebe854d813c064,SRCR-55dedfd0cef84972b8767879,EXACT_STRUCTURED_IDENTITY,A
MED-9aaf449f7315b29ddd0f743a,SRCM-07564027a33aa15c2348f7f3,SRCR-d86584e5234b8efcdd9a0a8b,EXACT_STRUCTURED_IDENTITY,A
MED-9acb9746108b92ddedc21112,SRCM-3b4a391c39600846efba2de0,SRCR-f915d9b67bdb5c8ea00aec5e,EXACT_STRUCTURED_IDENTITY,A
MED-9ada3586a7585da34f7156ec,SRCM-aa9ea54e9aaa021ec8e77118,SRCR-dcff987c5d5f1e9222c6370c,EXACT_STRUCTURED_IDENTITY,A
MED-9ae7f979061134dd6431e945,SRCM-d3c15222e7071861a53be13f,SRCR-745af2b86bb5a8b51cb93877,EXACT_STRUCTURED_IDENTITY,A
MED-9aec283a95f66d42dcba1c80,SRCM-e81ece8af3091414e5c9c2c4,SRCR-6ce5d2bc686bc158676b88da,EXACT_STRUCTURED_IDENTITY,A
MED-9b028a86e42341b9857b00ad,SRCM-b0193ee7dc51ce1c7bec8262,SRCR-9fb2c6288cb86a88c0f3c62b,EXACT_STRUCTURED_IDENTITY,A
