medicine_id,market_source_records,registered_source_records,match_method,tier
MED-437ffc7d15b43137aae91d06,SRCM-a522a25809566db9d5c01501,SRCR-cc692569a12aef33522b0e07,EXACT_STRUCTURED_IDENTITY,A
MED-438c5859ba6e1c0ae8196d66,SRCM-429880889fb48e6476b4c67c,SRCR-cb7c01abae43d5be6510bf49,EXACT_STRUCTURED_IDENTITY,A
MED-4397df1c26809f1ce0c322f1,SRCM-6ea492934b7f70ece399e0c1,SRCR-7d51983a46c2248d05772b42,EXACT_STRUCTURED_IDENTITY,A
MED-4399901415a16d813307afdd,SRCM-ad88503d49d41985cdd9b42e,SRCR-6c4216efefae0c0bb140bf81,EXACT_STRUCTURED_IDENTITY,A
MED-43b01e7cccefef023e3e3c24,SRCM-f9f35bbb279b964b9850c41c,SRCR-59773b4153f47668d1b7e8dd,EXACT_STRUCTURED_IDENTITY,A
MED-43c4869269db2e3019772b7d,SRCM-426ab952cd9388ac52b3c964,SRCR-71c86ca94e70f35425576c63,EXACT_STRUCTURED_IDENTITY,A
MED-43cf7a60dfa6205302d54859,SRCM-a06f9ade5b8661976e05cc10,SRCR-ec95647014f911e8661b08fe,EXACT_STRUCTURED_IDENTITY,A
MED-43d35092a5d8bca2588d8c1d,SRCM-9e3914cf0f9a70e3e03e1b89,SRCR-404cde99fe89a80765f35fe7,EXACT_STRUCTURED_IDENTITY,A
MED-43d59679fc650c3352c87f06,SRCM-0c866b0237fddda84341e3c3,SRCR-a4fc432041df798fdfc22ee2,EXACT_STRUCTURED_IDENTITY,A
MED-43e030dbaf73e0cffd665fda,SRCM-d968f00dab228e74952f2ef4,SRCR-15cdd972fb924adbac2c9093,EXACT_STRUCTURED_IDENTITY,A
MED-44406d9b726c1619da7f4aab,SRCM-39aa987dd64721cbf499f151,SRCR-59a68057b94735bc1b9059ec,EXACT_STRUCTURED_IDENTITY,A
MED-4459eb985f2ddd4179bb4d8a,SRCM-67734b7c3a8eacfdd6d88e83,SRCR-dd3ef9780937f6a3c67ceea4,EXACT_STRUCTURED_IDENTITY,A
MED-44676cba1be1faacffede1e9,SRCM-b60618e8dc920ca4178b2895,SRCR-161e8094afc26e6ca79d60ea,EXACT_STRUCTURED_IDENTITY,A
MED-446f2d2c2ab524d0b57f750b,SRCM-62479db771379854596f36e0,SRCR-513e80e6621c1f3b510fe2c4,EXACT_STRUCTURED_IDENTITY,A
MED-448303a20b312ce2a91608b6,SRCM-4033d6cdb8ff11065f1b33ec,SRCR-4198408d573c0e683944ce84,EXACT_STRUCTURED_IDENTITY,A
MED-4483b00a555c4fe61e60c9aa,SRCM-cb09470012f2c9cb498d80d8,SRCR-444915e84907cdbca2165bed,EXACT_STRUCTURED_IDENTITY,A
MED-44873cd91bdee2bdff4728ea,SRCM-b67ae1e0172800af793253bb,SRCR-2c105c850eb37a32216ccc19,EXACT_STRUCTURED_IDENTITY,A
MED-448a9d35a8d91e74b911de08,SRCM-2e38d2f48ab22a27b720ea75,SRCR-91d4216815e263ad9ee2cced,EXACT_STRUCTURED_IDENTITY,A
MED-450796a414b2a60be46b9dc9,SRCM-7c5d98f5bdde448f72791ee5,SRCR-ece26b38a904916b665967ec,EXACT_STRUCTURED_IDENTITY,A
MED-450914e9b7db0044ff7dae4b,SRCM-5602934317f6e59ac27cd1f7,SRCR-64b36a0eb1c90d80ba374a6c,EXACT_STRUCTURED_IDENTITY,A
MED-4512d939a9034debcf62f0ec,SRCM-a425dfef24ff1fa01b1ab0f4,SRCR-b2a6c0cf5ad139b6bf2d0a5a,EXACT_STRUCTURED_IDENTITY,A
MED-4517fc9a15637aa042b30148,SRCM-8be51075fefae0aaee9ab2fe,SRCR-ff2559d1fae58afa793daf2a,EXACT_STRUCTURED_IDENTITY,A
MED-453358be54916eb798caab1a,SRCM-7cbc2ef4c2033082ecb8d1ed,SRCR-cd4786822ce2859f98561201,EXACT_STRUCTURED_IDENTITY,A
MED-45360430d26fec13390efada,SRCM-d1f0595b7645987e56749447,SRCR-d93aa24625ae612d54f58d9a,EXACT_STRUCTURED_IDENTITY,A
MED-453c0d29a5307861331e806a,SRCM-33694dfee0c7cf537322042e,SRCR-e789b2683a84d029ee74b2a7,EXACT_STRUCTURED_IDENTITY,A
MED-45421d71479cee3a34cdbc62,SRCM-ae42e487887c549e07122834,SRCR-1293863e2408a20ad14b07a6,EXACT_STRUCTURED_IDENTITY,A
MED-4592f5ee19bc09f0ce2dc077,SRCM-52dfc00ddb7a26ddf8e56fff,SRCR-6ca08ade5baa85cdd8605c6c,EXACT_STRUCTURED_IDENTITY,A
MED-45996db2237d289eeb44a075,SRCM-10b7bcfc2a21dc0257955c7b,SRCR-6209d46ebaf11968c04abd0b,EXACT_STRUCTURED_IDENTITY,A
MED-45adba47aadde8b119dd6188,SRCM-279ecbfff64d8db270d38576,SRCR-693d67a09d8cba50fdad6a61,EXACT_STRUCTURED_IDENTITY,A
MED-45b29d2cb5f2711afce69e3d,SRCM-b029c2aa205e97b1f59bf4f1,SRCR-20550cd3d11e877e73123257,EXACT_STRUCTURED_IDENTITY,A
MED-45d15c2dea7c9f26786f6250,SRCM-920320add661b52601ace86c,SRCR-f0872c8de9f9dac94f1fb2da,EXACT_STRUCTURED_IDENTITY,A
MED-45d48fcf3cb3df7affd52fa0,SRCM-04f9b7f06e780b14af946291,SRCR-3da1235a54f4274f0436de38,EXACT_STRUCTURED_IDENTITY,A
MED-45d65f7d923fc1adbb1e2faf,SRCM-57e84f6f49a92f05be85cfb5,SRCR-0efb9614fd1f5a865dd3c230,EXACT_STRUCTURED_IDENTITY,A
MED-45e1ca49e63a8f5f6d128351,SRCM-ce00791fd7ceb89b02e3b93c,SRCR-10e6c44b0cb1acbc1963faf1,EXACT_STRUCTURED_IDENTITY,A
MED-45e265b44137c976f7d17c0d,SRCM-e39d053df26530bfc1a4c25a,SRCR-192e314807abb5f11bc71df1,EXACT_STRUCTURED_IDENTITY,A
MED-45f72b9ce1ba068532199ea9,SRCM-86fe53f5df48d035588ae35e,SRCR-6d2a79210f2130707cf464b8,EXACT_STRUCTURED_IDENTITY,A
MED-46107df4be10ad8cff1992c0,SRCM-82b35c845d8ea41fe6060f77,SRCR-622c4ba866ef846610a83141,EXACT_STRUCTURED_IDENTITY,A
MED-4612b7b1727a21442b81c50f,SRCM-bc186e600a9bd7623864fa36,SRCR-cbbe394b881f8e0354067f7d,EXACT_STRUCTURED_IDENTITY,A
MED-4635943387cc9159ca6610da,SRCM-02fae7a3361898db0d92dc85,SRCR-1dbdb5058ccd7b82aba88307,EXACT_STRUCTURED_IDENTITY,A
MED-464a277e8e3358df867eb95b,SRCM-d8cd41e93c91aa0e0474bd95,SRCR-2a0ae16bb910fba0f07eab39,EXACT_STRUCTURED_IDENTITY,A
MED-464be1fccc9f7563882458d2,SRCM-55d44ae60cb8d6d525b9758d,SRCR-472496021bcdeae9e72b7a86,EXACT_STRUCTURED_IDENTITY,A
MED-4652ba1b91814f72369c2407,SRCM-34fcc735e23729f10caa6e2d,SRCR-66631e1509d421dccbbed08c,EXACT_STRUCTURED_IDENTITY,A
MED-467ad841fc176dee8967ef32,SRCM-4ff22ffc149e4ef7c5026236,SRCR-926834edeac8a7e11fb1427e,EXACT_STRUCTURED_IDENTITY,A
MED-469f956de0a983a9e8e498b1,SRCM-f40e8cb2de846b3c1820227f,SRCR-11ea5cda4e299fd327a12c3f,EXACT_STRUCTURED_IDENTITY,A
MED-46cda14c4253f610409d96dc,SRCM-8817d9642f5b4c3bb69ff383,SRCR-cd69cdcea16ca8026597fa77,EXACT_STRUCTURED_IDENTITY,A
MED-46d5bcbeb9f110d7d64df8cc,SRCM-ae151b91a0ade01b32de9350,SRCR-ac029234de78e9c2dab30dab,EXACT_STRUCTURED_IDENTITY,A
MED-46d6c904738b0c687f9d73cf,SRCM-4251c668a98ddc74d643672e,SRCR-1e953f6ec340b6476d2dc5d4,EXACT_STRUCTURED_IDENTITY,A
MED-47042cc09fd9ca888ca9148a,SRCM-610866763a727b641b63ce4b,SRCR-e62b0aa030a91c3544220bfa,EXACT_STRUCTURED_IDENTITY,A
MED-472e0cf5ab6802b6449e05a1,SRCM-eb64b87ac42ebcfd72225cd0,SRCR-b3b925dd0f0dad3bc80baff1,EXACT_STRUCTURED_IDENTITY,A
MED-4736a0b278636235404dab6a,SRCM-1858afe485ca136b22ee39c3,SRCR-47436a21f60f771d1d70e24d,EXACT_STRUCTURED_IDENTITY,A
MED-474eefee5f6a28fd8590fef4,SRCM-14eeca2212420ac9e1faaca4,SRCR-1b07c15ed998d42f3f3584f0,EXACT_STRUCTURED_IDENTITY,A
MED-477352a765b0df383d3adb54,SRCM-45b4970367de5a1cba3275c4,SRCR-1dd6fb5564f3850f62df91e5,EXACT_STRUCTURED_IDENTITY,A
MED-477426fd5d910857f67ef0a9,SRCM-66a3e9410f2bde5b99280bd8,SRCR-85b8ec243f7cc6353dd199bd,EXACT_STRUCTURED_IDENTITY,A
MED-4776c1390df3e8ff3670a4d7,SRCM-d9706294cfaaa87aa446b595,SRCR-6587cbdd1d299cc6a133fa6d,EXACT_STRUCTURED_IDENTITY,A
MED-47843d5e2c495e845853e683,SRCM-10e058094fba2cf0a136d9c4,SRCR-5bd27f99692af19e33f86bdf,EXACT_STRUCTURED_IDENTITY,A
MED-479a3cedc87dfd9e1035b229,SRCM-5c91f1228ebc2faa7285765e,SRCR-a8e97f5a185bc011a6d1beac,EXACT_STRUCTURED_IDENTITY,A
MED-479ea3b33f9d3f293550c742,SRCM-de2a192dae12ac758340caf4,SRCR-94a7b7fb9af18e5f0699e1e8,EXACT_STRUCTURED_IDENTITY,A
MED-479f4bf56af5d0ad7e2a4649,SRCM-fb208a3dfeef335dc44fe591,SRCR-1dcad89aa99b9933be232da1,EXACT_STRUCTURED_IDENTITY,A
MED-479f8e296f46ccebb3f0c4a3,SRCM-e750caab0f90c945089be70e,SRCR-50c0dba96404abcf7e65600c,EXACT_STRUCTURED_IDENTITY,A
MED-47b4e2f3eb3afac6feb0f232,SRCM-c1149d53712a442962e46b4f,SRCR-64416f2139bf437986fc591e,EXACT_STRUCTURED_IDENTITY,A
MED-47df036afd6c681367325be8,SRCM-74efd5f4d42e8476e25c1b14,SRCR-f314c86dec2dcf4e884f5503,EXACT_STRUCTURED_IDENTITY,A
MED-47e7b6f7d10f719ed6c9710f,SRCM-a9726d9c17babbdedd9d1534,SRCR-d05b0cb9522187adeb183e5d,EXACT_STRUCTURED_IDENTITY,A
MED-47e99c9269810a5b4f5e7df3,SRCM-7a1449bdecda9a652147d9d3,SRCR-0d0fb138b4c1d109d7c684d4,EXACT_STRUCTURED_IDENTITY,A
MED-47ea81e9ff7e0bf09cbc1760,SRCM-b3198e74ef0da1f5df5d34d1,SRCR-10bfc32a02eb0e2a14a62bf9,EXACT_STRUCTURED_IDENTITY,A
MED-47f64deb503f2b7040a5587f,SRCM-30c37de48bb9596ce7b278a8,SRCR-c1e76c9bd35778e898616089,EXACT_STRUCTURED_IDENTITY,A
MED-4808fccecccabe5f1d1f7bbf,SRCM-2c0935d7e544fb7b83f5b0ac,SRCR-1f31b11e1e7d1f4706afdd22,EXACT_STRUCTURED_IDENTITY,A
MED-480c74f9ead573f22df11d2b,SRCM-79587c6e5b6e6cfdd0168cac,SRCR-6c172390183ee28f78e3d0d3,EXACT_STRUCTURED_IDENTITY,A
MED-480ed822b340ef8b937bf731,SRCM-fc7f19e55e375f716705e9ef,SRCR-c41dcd08a23188a601e0ebf5,EXACT_STRUCTURED_IDENTITY,A
MED-480f998d16a4153e5c6250d8,SRCM-f03534d5ea37c5d6b0da5bd5,SRCR-f05499e29990796819433b6f,EXACT_STRUCTURED_IDENTITY,A
MED-482697d7c5b4f48fa70f71be,SRCM-f03d9fba0003fd62d08f996f,SRCR-cd3546f650bf8945a504f7e0,EXACT_STRUCTURED_IDENTITY,A
MED-483250b584c86c8efe64be0c,SRCM-35b53ddaba24fe5deffb2ca9,SRCR-b037497b149aaaa2bae08b33,EXACT_STRUCTURED_IDENTITY,A
MED-4836eaecde5fedb0ade1b009,SRCM-c00499b82618c8146a5735ab,SRCR-0298f59087cbd0b7319a4740,EXACT_STRUCTURED_IDENTITY,A
MED-488cdbece86639c8198c7e40,SRCM-62cde819403b27d81709c1b6,SRCR-46061bca209658719ab4f797,EXACT_STRUCTURED_IDENTITY,A
MED-489488623213ee661408b395,SRCM-210e6809e582a4384f6864c2,SRCR-90b15fe7eee7e54918b0d45c,EXACT_STRUCTURED_IDENTITY,A
MED-489c2324ab2a00b7edcabdb7,SRCM-9cfb58fddb57dbad255e9251,SRCR-a696d7f4a7b309adeaa6e3a8,EXACT_STRUCTURED_IDENTITY,A
MED-48b0832067af430a29b27e0d,SRCM-3a873761292faae6f6a6ee28,SRCR-660287c509c10a7d9a5f1d87,EXACT_STRUCTURED_IDENTITY,A
MED-48d0e36d2b0ede0c9ce4947a,SRCM-d687c8d98b12dac0c0ca31a6,SRCR-34c55d6aa2a1532090854aa6,EXACT_STRUCTURED_IDENTITY,A
MED-48d2572ac688b391c9a5d5c0,SRCM-b52e45bc97daf1302e390adf,SRCR-8634cf5a9c48c3d3debda25f,EXACT_STRUCTURED_IDENTITY,A
MED-48d5181f4b3c2f0a9d6c29af,SRCM-d6949588c79de3f6edb62119,SRCR-f434b9d5fd1cb0f51622e199,EXACT_STRUCTURED_IDENTITY,A
MED-48dcf783bf15518d8647309e,SRCM-8338403d09cb01d88bde3d3e,SRCR-50603c50cfcdd4d3c53b8113,EXACT_STRUCTURED_IDENTITY,A
MED-48f2e7185c0a8552d1eb1459,SRCM-cdb8392b78db5c7c0524e876,SRCR-0f35d97528d290ca6871db84,EXACT_STRUCTURED_IDENTITY,A
MED-4907fec3e394be515233be83,SRCM-0560ccc67b7964c1f1a44962,SRCR-e76631e4384c7924d090198b,EXACT_STRUCTURED_IDENTITY,A
MED-4919f52a7a5ada11e51d96b2,SRCM-bd6d4766245097222e1ec80b,SRCR-2a91c9af35ac364f4cb6b87d,EXACT_STRUCTURED_IDENTITY,A
MED-491bcef3af8c4feffb56e89b,SRCM-625e0cbbb9933e9a4b4e5611,SRCR-01e234c141403b0b82946200,EXACT_STRUCTURED_IDENTITY,A
MED-49395af7f266d80a431e15d8,SRCM-fd8172ed623b4aec2786f52a,SRCR-22b2ec87b8f260782443294c,EXACT_STRUCTURED_IDENTITY,A
MED-496b1a350c8375f3c277ea3d,SRCM-f729e4bf929c23936a26d504,SRCR-2c692dc3034bee158e7677e8,EXACT_STRUCTURED_IDENTITY,A
MED-497bc980a8e5f7bad69ad443,SRCM-5663c3a26b21b82950b37e00,SRCR-0ae79d5043e63ba09ee01c27,EXACT_STRUCTURED_IDENTITY,A
MED-498066c74223ffc20d52f4e2,SRCM-4b1a4766a05e0d7ae63ec49f,SRCR-112fcae53c2f50cb760693a8,EXACT_STRUCTURED_IDENTITY,A
MED-498501ae96a4d7bb41c1e0f3,SRCM-6fe10a6da3d52a257a8316eb,SRCR-ad84a5decace816e0a005293,EXACT_STRUCTURED_IDENTITY,A
MED-4989acb08413c8c4da086c3c,SRCM-0a044b960fc032f09f2ce4c4,SRCR-3b2372eade588e78803ccc2a,EXACT_STRUCTURED_IDENTITY,A
MED-49d7afb1312569ff27c4c79c,SRCM-db808cea6082003123ce067c,SRCR-3cb3a0410cebfcc6a506ba85,EXACT_STRUCTURED_IDENTITY,A
MED-49d846e2d4a4458098d53446,SRCM-bd3e383ee5992b3f57daa66b,SRCR-475339bac14dbbbb1d46a528,EXACT_STRUCTURED_IDENTITY,A
MED-49feb73ae81a695d4a5e0e2e,SRCM-e0ea50235c5fc83d0df7ca85,SRCR-e80abb2ce4acb7dfecd8ee0b,EXACT_STRUCTURED_IDENTITY,A
MED-4a1cbce623cbe5d230303095,SRCM-8af823b83d4b8539008978a7,SRCR-1df6165199392cbd16ffaaaa,EXACT_STRUCTURED_IDENTITY,A
MED-4a2679a8d9be97364a02c720,SRCM-89969cac20b1eeedcf73f372,SRCR-79e81aac65c66c71dc884f07,EXACT_STRUCTURED_IDENTITY,A
MED-4a2fa113559343822561b100,SRCM-365ad2784a166defebababc6,SRCR-48a515081fe3e70cbced3697,EXACT_STRUCTURED_IDENTITY,A
MED-4a672554486d17205d5d23da,SRCM-b06af32eb4552bccace885eb,SRCR-208f25c0959f376ebf58a5ac,EXACT_STRUCTURED_IDENTITY,A
MED-4a764821c173c53fc07ee53e,SRCM-20985755f5a1623d7de50637,SRCR-22f83334b7eaddee77dcedca,EXACT_STRUCTURED_IDENTITY,A
MED-4a82d7da1a21de3c19dfe55b,SRCM-95381bfbbfa54fabff7513a9,SRCR-f00089d8c21b851fce3d90a6,EXACT_STRUCTURED_IDENTITY,A
MED-4aa3c36cc65366ea917adb0e,SRCM-b52671a7c57f56933c2b28d3,SRCR-2edf09c1e31b800c15e73bdc,EXACT_STRUCTURED_IDENTITY,A
MED-4aac4b09e02d6fe295fca8aa,SRCM-06527287e7b0eb014eaebd81,SRCR-fb76d81bccffb37e439a8d8e,EXACT_STRUCTURED_IDENTITY,A
MED-4ac92c941fb7668ae6f07c05,SRCM-46e1807c81440f904f7e0d6c,SRCR-71f90d41c20add2186aae67a,EXACT_STRUCTURED_IDENTITY,A
MED-4acb028729ca9a49cbebd962,SRCM-c9f8f7a3b65f1bfa46c8dfcb,SRCR-48d4a6c88b49627c440a91df,EXACT_STRUCTURED_IDENTITY,A
MED-4b0967c046e621049ee07d2a,SRCM-4459f13acc3199d31ff5eddf,SRCR-2280dd344bfdc4b3c2abc8b3,EXACT_STRUCTURED_IDENTITY,A
MED-4b119d154b68331d30f9d7cc,SRCM-0f54109c07aa2e037f01c610,SRCR-f28b74af2a21b3ca07ac2c70,EXACT_STRUCTURED_IDENTITY,A
MED-4b65fea0cec0705c67000651,SRCM-373a98c4015317491e035968,SRCR-4bba0dfe3e5c54bf41aaf52b,EXACT_STRUCTURED_IDENTITY,A
MED-4b6e98006b8ef4a661e11acc,SRCM-99fba53707a46506eb280059,SRCR-57452c7fd5a90c846844388a,EXACT_STRUCTURED_IDENTITY,A
MED-4bb6cfe3d8ef5e11666abaec,SRCM-00204506dcc929bcd98288c8,SRCR-39056ec1bf7a26d5460bffda,EXACT_STRUCTURED_IDENTITY,A
MED-4bbbb1239fab7adf75160b4a,SRCM-47410aaa2c7258ba2f6ca572,SRCR-9b73ce8ca66a123375656e1f,EXACT_STRUCTURED_IDENTITY,A
MED-4be098748ad02fc54abc55b0,SRCM-57dcbd68a800e10e63ee5f4b,SRCR-9c95c5853b03b78ac3271c50,EXACT_STRUCTURED_IDENTITY,A
MED-4be156c7a29a9d0da893ab4e,SRCM-dea072798ef46fbed419097d,SRCR-48170a4e96e2743e1d5293c5,EXACT_STRUCTURED_IDENTITY,A
MED-4bf0eae42e475a1d7922008c,SRCM-6b35c6c69ea657a176e04f1f,SRCR-7dde341a32cc28451dffc611,EXACT_STRUCTURED_IDENTITY,A
MED-4c00e559fbc2bdc2c9e53e24,SRCM-57546604311aeb52f7224235,SRCR-8ed4051029d213c9dba8e635,EXACT_STRUCTURED_IDENTITY,A
MED-4c10f8b35c3ff961c67a745b,SRCM-1ca317c546a1b4947fd1b6f5,SRCR-60d89fa2990e99a5f9ce8a2c,EXACT_STRUCTURED_IDENTITY,A
MED-4c117cd874e8125f63f9c696,SRCM-ebb2754e616a92eff92a22ad,SRCR-8c5f5df6cd4dce08386bdece,EXACT_STRUCTURED_IDENTITY,A
MED-4c12ecb74ca07280af9d2a90,SRCM-fc726d7d7839c1f5b02907ab,SRCR-e9553ac68cf6860981faf9d1,EXACT_STRUCTURED_IDENTITY,A
MED-4c39331b3f55369ee8f43a12,SRCM-dd2e9807598fe3d98bf50946,SRCR-9a1c2543335492d37682ad8a,EXACT_STRUCTURED_IDENTITY,A
MED-4c3ede96af16af4cf633f8fe,SRCM-ed3d30611b608ee946f25f96,SRCR-1d86e1234804790c4e73771a,EXACT_STRUCTURED_IDENTITY,A
MED-4c435b0e674796b6c425efd1,SRCM-b7bd2e0f546c0c326046c0c1,SRCR-9668b2e69de5ed4c54f5e632,EXACT_STRUCTURED_IDENTITY,A
MED-4c45e8dfc6ada7e9ed6445a2,SRCM-cca005721d70f5b6d97fa166,SRCR-564a3b15555dd7995ae53720,EXACT_STRUCTURED_IDENTITY,A
MED-4c4d3eb8a88f403c83c4b3cb,SRCM-0d6bd72384a03d113bcbc4ff,SRCR-71cd2cef5aadace531d0ffb6,EXACT_STRUCTURED_IDENTITY,A
MED-4c6b98ca2055232f6a25e6eb,SRCM-61865e58d97b96a0d0ef6993,SRCR-18a83c84fdbef8adcbe394e6,EXACT_STRUCTURED_IDENTITY,A
MED-4c7bb210a60771ede9b851e8,SRCM-e9f5ad68d4f4fe4689d0b76c,SRCR-a9c4945fbf6c4e5175e91095,EXACT_STRUCTURED_IDENTITY,A
MED-4c7c14afde9fe99944dfb05f,SRCM-f3c28f9dda35efcc01f7d347,SRCR-915509dc7d2ad8196f8f87e8,EXACT_STRUCTURED_IDENTITY,A
MED-4c81727c2220ae5c45814d6d,SRCM-ca4ac951c1772c31d0cbf129,SRCR-b85dd21760e7770f8f53461a,EXACT_STRUCTURED_IDENTITY,A
MED-4c88f9208bafb637b75a2910,SRCM-e220dbc168706deb1af7efd9,SRCR-502a903d140469e2b9882584,EXACT_STRUCTURED_IDENTITY,A
MED-4c8e7d1e04fceb51d8361107,SRCM-45444b760675ed72b45bb1f3,SRCR-3081ded3328cc8efe53661bb,EXACT_STRUCTURED_IDENTITY,A
MED-4c8e848de6df96e95950a8aa,SRCM-1a51d7ebf794f5b5a0b88963,SRCR-f3b677bba49ee0b94541cc07,EXACT_STRUCTURED_IDENTITY,A
MED-4ca0bb9f08e145ef174728da,SRCM-248b9385dae68baa599811c1,SRCR-d3539dfcd7dad10bbebfad4c,EXACT_STRUCTURED_IDENTITY,A
MED-4cb2eb846110c811948e8453,SRCM-f87e6cd44b1dce9c27f99cd6,SRCR-671cae0bedcdc131f6e03c5c,EXACT_STRUCTURED_IDENTITY,A
MED-4cc221107bb96d5660b9a422,SRCM-28da900bfff350b79efaf976,SRCR-f74bcb2832a47b69b8aba8b7,EXACT_STRUCTURED_IDENTITY,A
MED-4ccffe567b390378534af9ef,SRCM-09dd129d6c96c92ebf48d203,SRCR-efb3bec97c087928c00d6900,EXACT_STRUCTURED_IDENTITY,A
MED-4cd2a91ff685a948b251a3b2,SRCM-04c929823cd747309f861403,SRCR-918ed985bb32fe6674a407d6,EXACT_STRUCTURED_IDENTITY,A
MED-4cf28fe6ae3be3178288c42b,SRCM-e5af7a1dd6429dc066515a18,SRCR-d4752752cf07f55a00a3bcd1,EXACT_STRUCTURED_IDENTITY,A
MED-4d089bf0ab808a5f8b4ec567,SRCM-d5eb1aceff4e61942fc6e88b,SRCR-9f82c37aa311133bf8168577,EXACT_STRUCTURED_IDENTITY,A
MED-4d0e19e11c1dd03f183a1274,SRCM-07f99df1f5f27f74b8e005dd,SRCR-fe3f2038b9a6252175ab46da,EXACT_STRUCTURED_IDENTITY,A
MED-4d0f8d7716c3d43749db5f4d,SRCM-290a5ae09f07d888558acd54,SRCR-3a4a1e0349c351015d957b97,EXACT_STRUCTURED_IDENTITY,A
MED-4d1a2bfafb08945e7e0404af,SRCM-2a97a2ac625e435069a522a5,SRCR-c4f7cab9aad7bd884435c1a7,EXACT_STRUCTURED_IDENTITY,A
MED-4d1b39e81c2077427d8f2291,SRCM-6c66c163fb4f6f97e22d6d1d,SRCR-e3bcad93df316181c4d60a65,EXACT_STRUCTURED_IDENTITY,A
MED-4d1c4cadf6fa7b09773bcd86,SRCM-d154f45a603194c25908a1c1,SRCR-3aef28b2fe74048f8d0a4af1,EXACT_STRUCTURED_IDENTITY,A
MED-4d3b6674fc5ab047a40f085a,SRCM-b02d6bc7c9aceb1bd41abcb0,SRCR-ac4b7660d8857d2ee589d1a4,EXACT_STRUCTURED_IDENTITY,A
MED-4d3b7c420491131ac5136cd9,SRCM-7785ea247c22fdc6254a7a10,SRCR-6ee353ac1f847c180a1693a3,EXACT_STRUCTURED_IDENTITY,A
MED-4d57a8e877b63c5cdd222555,SRCM-5f3469b04575b18e9a9d6058,SRCR-2149d71e3f3e7883a57939eb,EXACT_STRUCTURED_IDENTITY,A
MED-4d5d4ae4430c2a24f2a4d0a1,SRCM-cd662c89f212895bc9d5eaf3,SRCR-23e4cac1c0529876d1fc7f79,EXACT_STRUCTURED_IDENTITY,A
MED-4d75578dd399c2f0d3a6d8af,SRCM-4dee4115c813075040d30a5c,SRCR-e818189090369765935b7581,EXACT_STRUCTURED_IDENTITY,A
MED-4d77a16aa4d5be7673d16473,SRCM-ee38ae091b40bc453879ea4c,SRCR-99fb127f752bf3d27aac8568,EXACT_STRUCTURED_IDENTITY,A
MED-4d81bea8d676c507771545ea,SRCM-52e7af9e5cc2c4c563805a53,SRCR-6962d7ea44d77f3c7664e475,EXACT_STRUCTURED_IDENTITY,A
MED-4d9049435db39a787ce22ded,SRCM-f40b42af0024863c594bea79,SRCR-1c1e6d465b5676f0d3aa9315,EXACT_STRUCTURED_IDENTITY,A
MED-4d97fc7cf256f7c735c5ebf3,SRCM-18f8410af99d2127cc9ce548,SRCR-dcf50640e121c6fe1e5fc132,EXACT_STRUCTURED_IDENTITY,A
MED-4d9ed26757da444198dbea6b,SRCM-95259c86855fac72552ed206,SRCR-71f1e1b731fa6ac153b7dd72,EXACT_STRUCTURED_IDENTITY,A
MED-4d9f3fd5e5f8af83acfe51e4,SRCM-9e730ff9d3b9605555d47ff7,SRCR-094373a72dde2eb7cf4c3517,EXACT_STRUCTURED_IDENTITY,A
MED-4d9f52ce33650657161210bb,SRCM-433baf4b6f1653b9fd2efc62,SRCR-5b996364494806651ce66332,EXACT_STRUCTURED_IDENTITY,A
MED-4dc2a26b99112ed9503a5186,SRCM-f6d440d6f85e334d1ebbb2cc,SRCR-8bd7e04cfc43a12c121e631c,EXACT_STRUCTURED_IDENTITY,A
MED-4dc2de0646c43b52c4075810,SRCM-6f31b0185bbae02143153841,SRCR-5a58492d027f51f86b6c5d4d,EXACT_STRUCTURED_IDENTITY,A
MED-4dd51b09b6e7decb4c0459f1,SRCM-e0363ea8a64d2d124f4039b5,SRCR-bfb652bf9c5bcb2cd03bd1fd,EXACT_STRUCTURED_IDENTITY,A
MED-4df8ddb30e7f7d7542e19553,SRCM-6686d26b0c3f01f4090f9811,SRCR-47ee6032e4c344449ad5d0d6,EXACT_STRUCTURED_IDENTITY,A
MED-4e0266c0c34d26c213d219fe,SRCM-2c1693978364a441e57fdcdc,SRCR-c37546a99574be8fba7d6259,EXACT_STRUCTURED_IDENTITY,A
MED-4e06df9c5064f456b406d62b,SRCM-85678b658f859a0999526e1b,SRCR-000e870bbb15dd4790638aba,EXACT_STRUCTURED_IDENTITY,A
MED-4e0a483ba49c2d47335dad84,SRCM-5101eb44ba450abf3dcd1c0f,SRCR-fd0d88942e492b6b7dceeb98,EXACT_STRUCTURED_IDENTITY,A
MED-4e2cdcd15e0df73b67bb3587,SRCM-9ed4bebf995897582fd31fa8,SRCR-d8618329f33a7503422b46e8,EXACT_STRUCTURED_IDENTITY,A
MED-4e2e3df07010414251e92b01,SRCM-8b4194e780543bb23d9fccbf,SRCR-c26ff62c349ee0f064c38d24,EXACT_STRUCTURED_IDENTITY,A
MED-4e5f5072b215670995f5eb04,SRCM-a0681ed82b7b99a71b03cefa,SRCR-75a70099993549911278198f,EXACT_STRUCTURED_IDENTITY,A
MED-4e63346617e27b8327f18d29,SRCM-52d5c7384ffd2f0729a71abf,SRCR-f58cda7a49ae697e17b72889,EXACT_STRUCTURED_IDENTITY,A
